Tournament,Stage,Match Type,Match Name,Map,Team,Elimination,Detonated,Defused,Time Expiry (No Plant),Eliminated,Defused Failed,Detonation Denied,Time Expiry (Failed to Plant)
VCT 2025: Americas Stage 1,Group Stage,Week 5,KRÜ Esports vs 100 Thieves,Fracture,KRÜ Esports,7,2,4,0,8,1,0,1
VCT 2025: Americas Stage 1,Group Stage,Week 5,KRÜ Esports vs 100 Thieves,Fracture,100 Thieves,8,1,0,1,7,2,4,0
VCT 2025: Americas Stage 1,Group Stage,Week 5,KRÜ Esports vs 100 Thieves,Icebox,KRÜ Esports,5,3,5,0,5,0,3,1
VCT 2025: Americas Stage 1,Group Stage,Week 5,KRÜ Esports vs 100 Thieves,Icebox,100 Thieves,5,0,3,1,5,3,5,0
VCT 2025: Americas Stage 1,Group Stage,Week 5,Evil Geniuses vs LOUD,Lotus,Evil Geniuses,8,3,0,0,9,1,3,0
VCT 2025: Americas Stage 1,Group Stage,Week 5,Evil Geniuses vs LOUD,Lotus,LOUD,9,1,3,0,8,3,0,0
VCT 2025: Americas Stage 1,Group Stage,Week 5,Evil Geniuses vs LOUD,Pearl,Evil Geniuses,12,1,1,0,9,0,2,1
VCT 2025: Americas Stage 1,Group Stage,Week 5,Evil Geniuses vs LOUD,Pearl,LOUD,9,0,2,1,12,1,1,0
VCT 2025: Americas Stage 1,Group Stage,Week 5,Evil Geniuses vs LOUD,Split,Evil Geniuses,6,0,7,0,6,0,3,2
VCT 2025: Americas Stage 1,Group Stage,Week 5,Evil Geniuses vs LOUD,Split,LOUD,6,0,3,2,6,0,7,0
VCT 2025: Americas Stage 1,Group Stage,Week 5,LEVIATÁN vs NRG,Fracture,LEVIATÁN,6,3,4,0,9,1,3,2
VCT 2025: Americas Stage 1,Group Stage,Week 5,LEVIATÁN vs NRG,Fracture,Mega Minors,9,1,3,2,6,3,4,0
VCT 2025: Americas Stage 1,Group Stage,Week 5,LEVIATÁN vs NRG,Icebox,LEVIATÁN,4,0,3,1,10,1,2,0
VCT 2025: Americas Stage 1,Group Stage,Week 5,LEVIATÁN vs NRG,Icebox,Mega Minors,10,1,2,0,4,0,3,1
VCT 2025: Americas Stage 1,Playoffs,Upper Round 1,MIBR vs 100 Thieves,Split,MIBR,11,1,0,1,2,4,2,2
VCT 2025: Americas Stage 1,Playoffs,Upper Round 1,MIBR vs 100 Thieves,Split,100 Thieves,2,4,2,2,11,1,0,1
VCT 2025: Americas Stage 1,Playoffs,Upper Round 1,MIBR vs 100 Thieves,Icebox,MIBR,8,0,5,0,3,1,0,0
VCT 2025: Americas Stage 1,Playoffs,Upper Round 1,MIBR vs 100 Thieves,Icebox,100 Thieves,3,1,0,0,8,0,5,0
VCT 2025: Americas Stage 1,Playoffs,Upper Round 1,Sentinels vs Cloud9,Ascent,Sentinels,10,0,2,1,5,0,3,1
VCT 2025: Americas Stage 1,Playoffs,Upper Round 1,Sentinels vs Cloud9,Ascent,Cloud9,5,0,3,1,10,0,2,1
VCT 2025: Americas Stage 1,Playoffs,Upper Round 1,Sentinels vs Cloud9,Pearl,Sentinels,8,2,3,0,5,2,2,0
VCT 2025: Americas Stage 1,Playoffs,Upper Round 1,Sentinels vs Cloud9,Pearl,Cloud9,5,2,2,0,8,2,3,0
VCT 2025: Americas Stage 1,Playoffs,Lower Round 1,100 Thieves vs NRG,Fracture,100 Thieves,11,0,2,0,2,2,1,0
VCT 2025: Americas Stage 1,Playoffs,Lower Round 1,100 Thieves vs NRG,Fracture,Mega Minors,2,2,1,0,11,0,2,0
VCT 2025: Americas Stage 1,Playoffs,Lower Round 1,100 Thieves vs NRG,Haven,100 Thieves,8,1,3,1,8,2,1,0
VCT 2025: Americas Stage 1,Playoffs,Lower Round 1,100 Thieves vs NRG,Haven,Mega Minors,8,2,1,0,8,1,3,1
VCT 2025: Americas Stage 1,Playoffs,Lower Round 1,Cloud9 vs Evil Geniuses,Fracture,Cloud9,6,0,2,1,7,1,5,0
VCT 2025: Americas Stage 1,Playoffs,Lower Round 1,Cloud9 vs Evil Geniuses,Fracture,Evil Geniuses,7,1,5,0,6,0,2,1
VCT 2025: Americas Stage 1,Playoffs,Lower Round 1,Cloud9 vs Evil Geniuses,Icebox,Cloud9,8,0,5,0,9,2,4,0
VCT 2025: Americas Stage 1,Playoffs,Lower Round 1,Cloud9 vs Evil Geniuses,Icebox,Evil Geniuses,9,2,4,0,8,0,5,0
VCT 2025: Americas Stage 1,Playoffs,Upper Semifinals,KRÜ Esports vs MIBR,Lotus,KRÜ Esports,4,2,2,0,8,1,4,0
VCT 2025: Americas Stage 1,Playoffs,Upper Semifinals,KRÜ Esports vs MIBR,Lotus,MIBR,8,1,4,0,4,2,2,0
VCT 2025: Americas Stage 1,Playoffs,Upper Semifinals,KRÜ Esports vs MIBR,Icebox,KRÜ Esports,2,1,1,1,9,2,2,0
VCT 2025: Americas Stage 1,Playoffs,Upper Semifinals,KRÜ Esports vs MIBR,Icebox,MIBR,9,2,2,0,2,1,1,1
VCT 2025: Americas Stage 1,Playoffs,Upper Semifinals,G2 Esports vs Sentinels,Split,G2 Esports,6,4,3,0,2,0,3,0
VCT 2025: Americas Stage 1,Playoffs,Upper Semifinals,G2 Esports vs Sentinels,Split,Sentinels,2,0,3,0,6,4,3,0
VCT 2025: Americas Stage 1,Playoffs,Upper Semifinals,G2 Esports vs Sentinels,Icebox,G2 Esports,7,0,4,0,7,1,5,0
VCT 2025: Americas Stage 1,Playoffs,Upper Semifinals,G2 Esports vs Sentinels,Icebox,Sentinels,7,1,5,0,7,0,4,0
VCT 2025: Americas Stage 1,Playoffs,Upper Semifinals,G2 Esports vs Sentinels,Ascent,G2 Esports,8,0,2,1,7,0,5,1
VCT 2025: Americas Stage 1,Playoffs,Upper Semifinals,G2 Esports vs Sentinels,Ascent,Sentinels,7,0,5,1,8,0,2,1
VCT 2025: Americas Stage 1,Playoffs,Lower Round 2,KRÜ Esports vs Evil Geniuses,Lotus,KRÜ Esports,9,1,2,0,6,4,3,1
VCT 2025: Americas Stage 1,Playoffs,Lower Round 2,KRÜ Esports vs Evil Geniuses,Lotus,Evil Geniuses,6,4,3,1,9,1,2,0
VCT 2025: Americas Stage 1,Playoffs,Lower Round 2,KRÜ Esports vs Evil Geniuses,Icebox,KRÜ Esports,9,0,2,0,9,2,2,0
VCT 2025: Americas Stage 1,Playoffs,Lower Round 2,KRÜ Esports vs Evil Geniuses,Icebox,Evil Geniuses,9,2,2,0,9,0,2,0
VCT 2025: Americas Stage 1,Playoffs,Lower Round 2,G2 Esports vs 100 Thieves,Haven,G2 Esports,6,3,4,0,2,0,1,1
VCT 2025: Americas Stage 1,Playoffs,Lower Round 2,G2 Esports vs 100 Thieves,Haven,100 Thieves,2,0,1,1,6,3,4,0
VCT 2025: Americas Stage 1,Playoffs,Lower Round 2,G2 Esports vs 100 Thieves,Split,G2 Esports,9,0,2,1,12,1,1,0
VCT 2025: Americas Stage 1,Playoffs,Lower Round 2,G2 Esports vs 100 Thieves,Split,100 Thieves,12,1,1,0,9,0,2,1
VCT 2025: Americas Stage 1,Playoffs,Lower Round 2,G2 Esports vs 100 Thieves,Pearl,G2 Esports,10,1,5,0,9,1,4,0
VCT 2025: Americas Stage 1,Playoffs,Lower Round 2,G2 Esports vs 100 Thieves,Pearl,100 Thieves,9,1,4,0,10,1,5,0
VCT 2025: Americas Stage 1,Playoffs,Upper Final,MIBR vs Sentinels,Lotus,MIBR,5,1,1,0,7,3,3,0
VCT 2025: Americas Stage 1,Playoffs,Upper Final,MIBR vs Sentinels,Lotus,Sentinels,7,3,3,0,5,1,1,0
VCT 2025: Americas Stage 1,Playoffs,Upper Final,MIBR vs Sentinels,Split,MIBR,6,0,3,2,8,2,1,2
VCT 2025: Americas Stage 1,Playoffs,Upper Final,MIBR vs Sentinels,Split,Sentinels,8,2,1,2,6,0,3,2
VCT 2025: Americas Stage 1,Playoffs,Lower Round 3,G2 Esports vs Evil Geniuses,Lotus,G2 Esports,4,0,5,0,6,0,6,1
VCT 2025: Americas Stage 1,Playoffs,Lower Round 3,G2 Esports vs Evil Geniuses,Lotus,Evil Geniuses,6,0,6,1,4,0,5,0
VCT 2025: Americas Stage 1,Playoffs,Lower Round 3,G2 Esports vs Evil Geniuses,Split,G2 Esports,8,2,3,0,4,1,2,0
VCT 2025: Americas Stage 1,Playoffs,Lower Round 3,G2 Esports vs Evil Geniuses,Split,Evil Geniuses,4,1,2,0,8,2,3,0
VCT 2025: Americas Stage 1,Playoffs,Lower Round 3,G2 Esports vs Evil Geniuses,Pearl,G2 Esports,10,0,3,0,7,1,2,1
VCT 2025: Americas Stage 1,Playoffs,Lower Round 3,G2 Esports vs Evil Geniuses,Pearl,Evil Geniuses,7,1,2,1,10,0,3,0
VCT 2025: Americas Stage 1,Playoffs,Lower Final,MIBR vs G2 Esports,Haven,MIBR,10,1,2,0,5,3,2,0
VCT 2025: Americas Stage 1,Playoffs,Lower Final,MIBR vs G2 Esports,Haven,G2 Esports,5,3,2,0,10,1,2,0
VCT 2025: Americas Stage 1,Playoffs,Lower Final,MIBR vs G2 Esports,Lotus,MIBR,10,0,3,0,10,2,2,1
VCT 2025: Americas Stage 1,Playoffs,Lower Final,MIBR vs G2 Esports,Lotus,G2 Esports,10,2,2,1,10,0,3,0
VCT 2025: Americas Stage 1,Playoffs,Lower Final,MIBR vs G2 Esports,Split,MIBR,7,0,3,0,5,5,2,1
VCT 2025: Americas Stage 1,Playoffs,Lower Final,MIBR vs G2 Esports,Split,G2 Esports,5,5,2,1,7,0,3,0
VCT 2025: Americas Stage 1,Playoffs,Lower Final,MIBR vs G2 Esports,Ascent,MIBR,5,0,3,0,7,3,3,0
VCT 2025: Americas Stage 1,Playoffs,Lower Final,MIBR vs G2 Esports,Ascent,G2 Esports,7,3,3,0,5,0,3,0
VCT 2025: Americas Stage 1,Playoffs,Grand Final,Sentinels vs G2 Esports,Haven,Sentinels,8,0,1,0,9,2,1,1
VCT 2025: Americas Stage 1,Playoffs,Grand Final,Sentinels vs G2 Esports,Haven,G2 Esports,9,2,1,1,8,0,1,0
VCT 2025: Americas Stage 1,Playoffs,Grand Final,Sentinels vs G2 Esports,Split,Sentinels,7,0,0,2,8,2,2,1
VCT 2025: Americas Stage 1,Playoffs,Grand Final,Sentinels vs G2 Esports,Split,G2 Esports,8,2,2,1,7,0,0,2
VCT 2025: Americas Stage 1,Playoffs,Grand Final,Sentinels vs G2 Esports,Pearl,Sentinels,11,1,1,0,9,1,0,0
VCT 2025: Americas Stage 1,Playoffs,Grand Final,Sentinels vs G2 Esports,Pearl,G2 Esports,9,1,0,0,11,1,1,0
VCT 2025: Americas Stage 1,Playoffs,Grand Final,Sentinels vs G2 Esports,Ascent,Sentinels,6,1,3,0,8,1,2,2
VCT 2025: Americas Stage 1,Playoffs,Grand Final,Sentinels vs G2 Esports,Ascent,G2 Esports,8,1,2,2,6,1,3,0
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,EDward Gaming vs Team Liquid,Split,EDward Gaming,13,1,4,0,14,0,2,0
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,EDward Gaming vs Team Liquid,Split,Team Liquid,14,0,2,0,13,1,4,0
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,EDward Gaming vs Team Liquid,Pearl,EDward Gaming,9,1,2,1,3,1,1,1
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,EDward Gaming vs Team Liquid,Pearl,Team Liquid,3,1,1,1,9,1,2,1
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,DRX vs Sentinels,Lotus,DRX,8,4,0,1,0,0,3,0
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,DRX vs Sentinels,Lotus,Sentinels,0,0,3,0,8,4,0,1
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,DRX vs Sentinels,Haven,DRX,10,1,2,0,8,0,2,0
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,DRX vs Sentinels,Haven,Sentinels,8,0,2,0,10,1,2,0
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,Team Vitality vs T1,Fracture,Team Vitality,9,0,3,1,7,0,0,3
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,Team Vitality vs T1,Fracture,T1,7,0,0,3,9,0,3,1
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,Team Vitality vs T1,Bind,Team Vitality,10,1,2,0,6,1,1,1
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,Team Vitality vs T1,Bind,T1,6,1,1,1,10,1,2,0
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,G2 Esports vs Trace Esports,Lotus,G2 Esports,9,2,2,0,5,0,3,0
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,G2 Esports vs Trace Esports,Lotus,Trace Esports,5,0,3,0,9,2,2,0
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,G2 Esports vs Trace Esports,Abyss,G2 Esports,9,1,3,0,2,1,0,0
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,G2 Esports vs Trace Esports,Abyss,Trace Esports,2,1,0,0,9,1,3,0
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (1-0),DRX vs Team Vitality,Bind,DRX,3,2,3,0,9,0,4,0
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (1-0),DRX vs Team Vitality,Bind,Team Vitality,9,0,4,0,3,2,3,0
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (1-0),DRX vs Team Vitality,Abyss,DRX,9,1,2,1,6,1,3,1
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (1-0),DRX vs Team Vitality,Abyss,Team Vitality,6,1,3,1,9,1,2,1
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (1-0),DRX vs Team Vitality,Split,DRX,7,2,1,1,8,1,3,1
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (1-0),DRX vs Team Vitality,Split,Team Vitality,8,1,3,1,7,2,1,1
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (1-0),EDward Gaming vs G2 Esports,Pearl,EDward Gaming,12,0,4,0,12,1,5,0
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (1-0),EDward Gaming vs G2 Esports,Pearl,G2 Esports,12,1,5,0,12,0,4,0
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (1-0),EDward Gaming vs G2 Esports,Bind,EDward Gaming,10,1,1,1,5,1,2,0
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (1-0),EDward Gaming vs G2 Esports,Bind,G2 Esports,5,1,2,0,10,1,1,1
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (1-0),EDward Gaming vs G2 Esports,Fracture,EDward Gaming,7,0,5,1,3,0,1,0
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (1-0),EDward Gaming vs G2 Esports,Fracture,G2 Esports,3,0,1,0,7,0,5,1
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (0-1),T1 vs Trace Esports,Lotus,T1,11,0,2,0,3,0,0,0
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (0-1),T1 vs Trace Esports,Lotus,Trace Esports,3,0,0,0,11,0,2,0
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (0-1),T1 vs Trace Esports,Haven,T1,10,1,2,0,4,3,1,0
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (0-1),T1 vs Trace Esports,Haven,Trace Esports,4,3,1,0,10,1,2,0
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (0-1),Team Liquid vs Sentinels,Lotus,Team Liquid,6,0,1,0,6,2,5,0
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (0-1),Team Liquid vs Sentinels,Lotus,Sentinels,6,2,5,0,6,0,1,0
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (0-1),Team Liquid vs Sentinels,Abyss,Team Liquid,9,2,5,0,7,1,6,0
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (0-1),Team Liquid vs Sentinels,Abyss,Sentinels,7,1,6,0,9,2,5,0
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (0-1),Team Liquid vs Sentinels,Bind,Team Liquid,9,0,3,1,1,0,0,0
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (0-1),Team Liquid vs Sentinels,Bind,Sentinels,1,0,0,0,9,0,3,1
Valorant Masters Bangkok 2025,Swiss Stage,Round 3,T1 vs DRX,Fracture,T1,6,5,1,1,8,1,2,0
Valorant Masters Bangkok 2025,Swiss Stage,Round 3,T1 vs DRX,Fracture,DRX,8,1,2,0,6,5,1,1
Valorant Masters Bangkok 2025,Swiss Stage,Round 3,T1 vs DRX,Pearl,T1,10,1,2,0,2,2,0,0
Valorant Masters Bangkok 2025,Swiss Stage,Round 3,T1 vs DRX,Pearl,DRX,2,2,0,0,10,1,2,0
Valorant Masters Bangkok 2025,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Haven,G2 Esports,7,1,4,1,5,0,0,0
Valorant Masters Bangkok 2025,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Haven,Team Liquid,5,0,0,0,7,1,4,1
Valorant Masters Bangkok 2025,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Lotus,G2 Esports,8,0,5,0,6,0,1,0
Valorant Masters Bangkok 2025,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Lotus,Team Liquid,6,0,1,0,8,0,5,0
Valorant Masters Bangkok 2025,Playoffs,Upper Semifinals,EDward Gaming vs T1,Split,EDward Gaming,9,2,2,0,5,1,1,0
Valorant Masters Bangkok 2025,Playoffs,Upper Semifinals,EDward Gaming vs T1,Split,T1,5,1,1,0,9,2,2,0
Valorant Masters Bangkok 2025,Playoffs,Upper Semifinals,EDward Gaming vs T1,Bind,EDward Gaming,4,1,1,0,11,1,0,1
Valorant Masters Bangkok 2025,Playoffs,Upper Semifinals,EDward Gaming vs T1,Bind,T1,11,1,0,1,4,1,1,0
Valorant Masters Bangkok 2025,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,EDward Gaming,12,0,1,0,7,0,4,0
Valorant Masters Bangkok 2025,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,T1,7,0,4,0,12,0,1,0
Valorant Masters Bangkok 2025,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,Team Vitality,8,1,4,0,9,2,4,0
Valorant Masters Bangkok 2025,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,G2 Esports,9,2,4,0,8,1,4,0
Valorant Masters Bangkok 2025,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Lotus,Team Vitality,4,1,3,1,7,2,4,0
Valorant Masters Bangkok 2025,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Lotus,G2 Esports,7,2,4,0,4,1,3,1
Valorant Masters Bangkok 2025,Playoffs,Upper Final,EDward Gaming vs G2 Esports,Lotus,EDward Gaming,7,0,1,0,8,1,4,0
Valorant Masters Bangkok 2025,Playoffs,Upper Final,EDward Gaming vs G2 Esports,Lotus,G2 Esports,8,1,4,0,7,0,1,0
Valorant Masters Bangkok 2025,Playoffs,Upper Final,EDward Gaming vs G2 Esports,Split,EDward Gaming,7,0,0,0,9,1,2,1
Valorant Masters Bangkok 2025,Playoffs,Upper Final,EDward Gaming vs G2 Esports,Split,G2 Esports,9,1,2,1,7,0,0,0
Valorant Masters Bangkok 2025,Playoffs,Lower Round 1,T1 vs Team Vitality,Lotus,T1,7,3,2,0,8,2,4,0
Valorant Masters Bangkok 2025,Playoffs,Lower Round 1,T1 vs Team Vitality,Lotus,Team Vitality,8,2,4,0,7,3,2,0
Valorant Masters Bangkok 2025,Playoffs,Lower Round 1,T1 vs Team Vitality,Haven,T1,7,2,4,0,2,2,0,0
Valorant Masters Bangkok 2025,Playoffs,Lower Round 1,T1 vs Team Vitality,Haven,Team Vitality,2,2,0,0,7,2,4,0
Valorant Masters Bangkok 2025,Playoffs,Lower Round 1,T1 vs Team Vitality,Split,T1,8,1,3,1,3,0,2,0
Valorant Masters Bangkok 2025,Playoffs,Lower Round 1,T1 vs Team Vitality,Split,Team Vitality,3,0,2,0,8,1,3,1
Valorant Masters Bangkok 2025,Playoffs,Lower Final,EDward Gaming vs T1,Bind,EDward Gaming,2,1,1,0,10,0,2,1
Valorant Masters Bangkok 2025,Playoffs,Lower Final,EDward Gaming vs T1,Bind,T1,10,0,2,1,2,1,1,0
Valorant Masters Bangkok 2025,Playoffs,Lower Final,EDward Gaming vs T1,Haven,EDward Gaming,7,1,2,0,10,3,0,0
Valorant Masters Bangkok 2025,Playoffs,Lower Final,EDward Gaming vs T1,Haven,T1,10,3,0,0,7,1,2,0
Valorant Masters Bangkok 2025,Playoffs,Lower Final,EDward Gaming vs T1,Fracture,EDward Gaming,8,2,4,0,9,1,2,0
Valorant Masters Bangkok 2025,Playoffs,Lower Final,EDward Gaming vs T1,Fracture,T1,9,1,2,0,8,2,4,0
Valorant Masters Bangkok 2025,Playoffs,Lower Final,EDward Gaming vs T1,Split,EDward Gaming,4,1,0,0,11,2,0,0
Valorant Masters Bangkok 2025,Playoffs,Lower Final,EDward Gaming vs T1,Split,T1,11,2,0,0,4,1,0,0
Valorant Masters Bangkok 2025,Showmatch,Main Event,Team International vs Team Thailand,Ascent,Team International,7,0,2,0,10,0,3,0
Valorant Masters Bangkok 2025,Showmatch,Main Event,Team International vs Team Thailand,Ascent,Team Thailand,10,0,3,0,7,0,2,0
Valorant Masters Bangkok 2025,Playoffs,Grand Final,G2 Esports vs T1,Lotus,G2 Esports,9,2,1,1,3,0,1,1
Valorant Masters Bangkok 2025,Playoffs,Grand Final,G2 Esports vs T1,Lotus,T1,3,0,1,1,9,2,1,1
Valorant Masters Bangkok 2025,Playoffs,Grand Final,G2 Esports vs T1,Haven,G2 Esports,5,2,2,0,9,1,3,0
Valorant Masters Bangkok 2025,Playoffs,Grand Final,G2 Esports vs T1,Haven,T1,9,1,3,0,5,2,2,0
Valorant Masters Bangkok 2025,Playoffs,Grand Final,G2 Esports vs T1,Abyss,G2 Esports,10,1,2,0,9,0,1,1
Valorant Masters Bangkok 2025,Playoffs,Grand Final,G2 Esports vs T1,Abyss,T1,9,0,1,1,10,1,2,0
Valorant Masters Bangkok 2025,Playoffs,Grand Final,G2 Esports vs T1,Split,G2 Esports,6,1,6,0,14,0,1,0
Valorant Masters Bangkok 2025,Playoffs,Grand Final,G2 Esports vs T1,Split,T1,14,0,1,0,6,1,6,0
Valorant Masters Bangkok 2025,Playoffs,Grand Final,G2 Esports vs T1,Pearl,G2 Esports,6,0,8,0,11,1,4,0
Valorant Masters Bangkok 2025,Playoffs,Grand Final,G2 Esports vs T1,Pearl,T1,11,1,4,0,6,0,8,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,BBL Esports vs GIANTX,Lotus,BBL Esports,10,0,3,0,8,0,1,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,BBL Esports vs GIANTX,Lotus,GIANTX,8,0,1,0,10,0,3,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,BBL Esports vs GIANTX,Haven,BBL Esports,7,2,3,0,8,1,5,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,BBL Esports vs GIANTX,Haven,GIANTX,8,1,5,0,7,2,3,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,BBL Esports vs GIANTX,Pearl,BBL Esports,9,1,2,1,2,0,3,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,BBL Esports vs GIANTX,Pearl,GIANTX,2,0,3,0,9,1,2,1
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Karmine Corp vs Natus Vincere,Abyss,Karmine Corp,3,4,3,0,6,3,4,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Karmine Corp vs Natus Vincere,Abyss,Natus Vincere,6,3,4,0,3,4,3,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Karmine Corp vs Natus Vincere,Bind,Karmine Corp,6,6,1,0,1,0,1,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Karmine Corp vs Natus Vincere,Bind,Natus Vincere,1,0,1,0,6,6,1,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Karmine Corp vs Natus Vincere,Lotus,Karmine Corp,7,2,3,1,2,1,3,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Karmine Corp vs Natus Vincere,Lotus,Natus Vincere,2,1,3,0,7,2,3,1
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Team Liquid vs KOI,Fracture,Team Liquid,9,0,0,1,8,1,4,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Team Liquid vs KOI,Fracture,KOI,8,1,4,0,9,0,0,1
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Team Liquid vs KOI,Abyss,Team Liquid,8,4,1,0,3,0,0,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Team Liquid vs KOI,Abyss,KOI,3,0,0,0,8,4,1,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Team Liquid vs KOI,Bind,Team Liquid,9,1,1,2,5,2,3,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Team Liquid vs KOI,Bind,KOI,5,2,3,0,9,1,1,2
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Apeks vs Gentle Mates,Pearl,Apeks,4,2,1,0,8,1,4,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Apeks vs Gentle Mates,Pearl,Gentle Mates,8,1,4,0,4,2,1,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Apeks vs Gentle Mates,Haven,Apeks,9,2,1,0,10,1,3,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Apeks vs Gentle Mates,Haven,Gentle Mates,10,1,3,0,9,2,1,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Abyss,FNATIC,5,1,2,0,5,3,2,3
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Abyss,BBL Esports,5,3,2,3,5,1,2,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Fracture,FNATIC,8,0,5,0,4,1,2,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Fracture,BBL Esports,4,1,2,1,8,0,5,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Split,FNATIC,8,2,0,0,7,5,1,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Split,BBL Esports,7,5,1,0,8,2,0,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Haven,Team Vitality,10,0,2,1,4,0,1,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Haven,Karmine Corp,4,0,1,0,10,0,2,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Bind,Team Vitality,5,2,1,1,6,4,3,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Bind,Karmine Corp,6,4,3,0,5,2,1,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Abyss,Team Vitality,13,2,2,0,7,3,3,2
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Abyss,Karmine Corp,7,3,3,2,13,2,2,0
