Tournament,Stage,Match Type,Match Name,Map,Team,Elimination,Detonated,Defused,Time Expiry (No Plant),Eliminated,Defused Failed,Detonation Denied,Time Expiry (Failed to Plant)
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Pearl,FUT Esports,7,1,5,0,6,0,1,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Pearl,Team Liquid,6,0,1,0,7,1,5,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,FUT Esports,7,2,4,0,4,1,1,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,Team Liquid,4,1,1,0,7,2,4,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,Team Heretics,2,1,1,0,9,0,3,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,Gentle Mates,9,0,3,1,2,1,1,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,Team Heretics,10,0,2,1,2,1,0,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,Gentle Mates,2,1,0,0,10,0,2,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,Team Heretics,9,1,2,1,6,0,2,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,Gentle Mates,6,0,2,0,9,1,2,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,Karmine Corp,9,1,3,1,7,2,1,2
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,GIANTX,7,2,1,2,9,1,3,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,Karmine Corp,5,1,2,0,8,3,2,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,GIANTX,8,3,2,0,5,1,2,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Fracture,Karmine Corp,6,1,3,0,9,2,2,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Fracture,GIANTX,9,2,2,0,6,1,3,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Pearl,FNATIC,5,5,3,0,8,0,1,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Pearl,Natus Vincere,8,0,1,0,5,5,3,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Fracture,FNATIC,5,0,3,0,7,2,3,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Fracture,Natus Vincere,7,2,3,1,5,0,3,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Haven,FNATIC,8,1,6,0,6,0,7,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Haven,Natus Vincere,6,0,7,0,8,1,6,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Abyss,Team Liquid,9,0,4,0,7,1,1,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Abyss,Apeks,7,1,1,0,9,0,4,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Pearl,Team Liquid,9,0,1,1,7,0,6,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Pearl,Apeks,7,0,6,0,9,0,1,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Haven,Team Liquid,11,0,2,0,5,1,0,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Haven,Apeks,5,1,0,0,11,0,2,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Gentle Mates vs KOI,Haven,Gentle Mates,8,0,5,0,1,1,1,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Gentle Mates vs KOI,Haven,KOI,1,1,1,0,8,0,5,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Gentle Mates vs KOI,Lotus,Gentle Mates,5,0,2,0,9,3,1,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Gentle Mates vs KOI,Lotus,KOI,9,3,1,0,5,0,2,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Gentle Mates vs KOI,Pearl,Gentle Mates,10,0,3,0,6,0,0,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Gentle Mates vs KOI,Pearl,KOI,6,0,0,0,10,0,3,0
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,BBL Esports vs Team Heretics,Pearl,BBL Esports,6,2,3,0,9,0,3,1
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,BBL Esports vs Team Heretics,Pearl,Team Heretics,9,0,3,1,6,2,3,0
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,BBL Esports vs Team Heretics,Lotus,BBL Esports,5,0,2,0,10,0,2,1
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,BBL Esports vs Team Heretics,Lotus,Team Heretics,10,0,2,1,5,0,2,0
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,FUT Esports vs Team Vitality,Bind,FUT Esports,4,0,3,0,7,3,3,0
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,FUT Esports vs Team Vitality,Bind,Team Vitality,7,3,3,0,4,0,3,0
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,FUT Esports vs Team Vitality,Split,FUT Esports,2,0,2,0,10,0,2,1
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,FUT Esports vs Team Vitality,Split,Team Vitality,10,0,2,1,2,0,2,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 2,Gentle Mates vs FNATIC,Abyss,Gentle Mates,4,1,0,0,6,5,2,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 2,Gentle Mates vs FNATIC,Abyss,FNATIC,6,5,2,0,4,1,0,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 2,Gentle Mates vs FNATIC,Fracture,Gentle Mates,4,0,2,0,6,3,4,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 2,Gentle Mates vs FNATIC,Fracture,FNATIC,6,3,4,0,4,0,2,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 2,GIANTX vs Team Liquid,Fracture,GIANTX,5,0,2,1,11,0,2,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 2,GIANTX vs Team Liquid,Fracture,Team Liquid,11,0,2,0,5,0,2,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 2,GIANTX vs Team Liquid,Split,GIANTX,3,1,1,1,9,0,3,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 2,GIANTX vs Team Liquid,Split,Team Liquid,9,0,3,1,3,1,1,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,FUT Esports vs FNATIC,Abyss,FUT Esports,9,1,2,1,6,2,2,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,FUT Esports vs FNATIC,Abyss,FNATIC,6,2,2,0,9,1,2,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,FUT Esports vs FNATIC,Fracture,FUT Esports,8,3,2,0,1,0,5,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,FUT Esports vs FNATIC,Fracture,FNATIC,1,0,5,0,8,3,2,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,BBL Esports vs Team Liquid,Bind,BBL Esports,6,2,3,0,8,2,3,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,BBL Esports vs Team Liquid,Bind,Team Liquid,8,2,3,0,6,2,3,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,BBL Esports vs Team Liquid,Pearl,BBL Esports,9,1,3,0,5,2,2,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,BBL Esports vs Team Liquid,Pearl,Team Liquid,5,2,2,0,9,1,3,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,BBL Esports vs Team Liquid,Split,BBL Esports,8,0,2,0,6,2,5,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,BBL Esports vs Team Liquid,Split,Team Liquid,6,2,5,0,8,0,2,0
VCT 2025: EMEA Kickoff,Main Event,Upper Final,Team Vitality vs Team Heretics,Haven,Team Vitality,10,1,2,0,6,1,2,1
VCT 2025: EMEA Kickoff,Main Event,Upper Final,Team Vitality vs Team Heretics,Haven,Team Heretics,6,1,2,1,10,1,2,0
VCT 2025: EMEA Kickoff,Main Event,Upper Final,Team Vitality vs Team Heretics,Abyss,Team Vitality,10,3,0,0,0,0,1,0
VCT 2025: EMEA Kickoff,Main Event,Upper Final,Team Vitality vs Team Heretics,Abyss,Team Heretics,0,0,1,0,10,3,0,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 4,FUT Esports vs Team Liquid,Abyss,FUT Esports,3,1,3,0,9,1,3,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 4,FUT Esports vs Team Liquid,Abyss,Team Liquid,9,1,3,0,3,1,3,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 4,FUT Esports vs Team Liquid,Bind,FUT Esports,8,3,2,0,8,2,0,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 4,FUT Esports vs Team Liquid,Bind,Team Liquid,8,2,0,1,8,3,2,0
VCT 2025: EMEA Kickoff,Main Event,Lower Round 4,FUT Esports vs Team Liquid,Haven,FUT Esports,3,1,0,0,6,1,5,1
VCT 2025: EMEA Kickoff,Main Event,Lower Round 4,FUT Esports vs Team Liquid,Haven,Team Liquid,6,1,5,1,3,1,0,0
VCT 2025: EMEA Kickoff,Main Event,Lower Final,Team Heretics vs Team Liquid,Lotus,Team Heretics,4,0,0,0,12,0,1,0
VCT 2025: EMEA Kickoff,Main Event,Lower Final,Team Heretics vs Team Liquid,Lotus,Team Liquid,12,0,1,0,4,0,0,0
VCT 2025: EMEA Kickoff,Main Event,Lower Final,Team Heretics vs Team Liquid,Abyss,Team Heretics,4,0,0,0,10,0,2,1
VCT 2025: EMEA Kickoff,Main Event,Lower Final,Team Heretics vs Team Liquid,Abyss,Team Liquid,10,0,2,1,4,0,0,0
VCT 2025: EMEA Kickoff,Main Event,Lower Final,Team Heretics vs Team Liquid,Fracture,Team Heretics,6,1,0,0,11,0,1,1
VCT 2025: EMEA Kickoff,Main Event,Lower Final,Team Heretics vs Team Liquid,Fracture,Team Liquid,11,0,1,1,6,1,0,0
VCT 2025: EMEA Kickoff,Main Event,Grand Final,Team Vitality vs Team Liquid,Split,Team Vitality,6,2,2,0,11,1,1,0
VCT 2025: EMEA Kickoff,Main Event,Grand Final,Team Vitality vs Team Liquid,Split,Team Liquid,11,1,1,0,6,2,2,0
VCT 2025: EMEA Kickoff,Main Event,Grand Final,Team Vitality vs Team Liquid,Haven,Team Vitality,5,1,1,0,4,1,7,1
VCT 2025: EMEA Kickoff,Main Event,Grand Final,Team Vitality vs Team Liquid,Haven,Team Liquid,4,1,7,1,5,1,1,0
VCT 2025: EMEA Kickoff,Main Event,Grand Final,Team Vitality vs Team Liquid,Lotus,Team Vitality,10,2,1,0,6,0,0,0
VCT 2025: EMEA Kickoff,Main Event,Grand Final,Team Vitality vs Team Liquid,Lotus,Team Liquid,6,0,0,0,10,2,1,0
VCT 2025: EMEA Kickoff,Main Event,Grand Final,Team Vitality vs Team Liquid,Bind,Team Vitality,7,3,3,0,5,0,2,0
VCT 2025: EMEA Kickoff,Main Event,Grand Final,Team Vitality vs Team Liquid,Bind,Team Liquid,5,0,2,0,7,3,3,0
VCT 2025: EMEA Kickoff,Main Event,Grand Final,Team Vitality vs Team Liquid,Fracture,Team Vitality,8,1,3,1,4,1,1,2
VCT 2025: EMEA Kickoff,Main Event,Grand Final,Team Vitality vs Team Liquid,Fracture,Team Liquid,4,1,1,2,8,1,3,1
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,BOOM Esports vs T1,Pearl,BOOM Esports,3,2,6,0,9,3,1,0
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,BOOM Esports vs T1,Pearl,T1,9,3,1,0,3,2,6,0
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,BOOM Esports vs T1,Bind,BOOM Esports,8,2,3,0,6,0,2,0
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,BOOM Esports vs T1,Bind,T1,6,0,2,0,8,2,3,0
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,BOOM Esports vs T1,Fracture,BOOM Esports,5,0,2,0,10,0,3,0
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,BOOM Esports vs T1,Fracture,T1,10,0,3,0,5,0,2,0
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,ZETA DIVISION vs Nongshim RedForce,Split,ZETA DIVISION,5,0,3,1,10,0,3,0
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,ZETA DIVISION vs Nongshim RedForce,Split,Nongshim RedForce,10,0,3,0,5,0,3,1
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,ZETA DIVISION vs Nongshim RedForce,Haven,ZETA DIVISION,7,0,1,1,11,0,1,1
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,ZETA DIVISION vs Nongshim RedForce,Haven,Nongshim RedForce,11,0,1,1,7,0,1,1
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Global Esports vs Team Secret,Abyss,Global Esports,1,0,2,0,8,3,2,0
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Global Esports vs Team Secret,Abyss,Team Secret,8,3,2,0,1,0,2,0
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Global Esports vs Team Secret,Split,Global Esports,9,1,3,0,6,1,0,0
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Global Esports vs Team Secret,Split,Team Secret,6,1,0,0,9,1,3,0
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Global Esports vs Team Secret,Pearl,Global Esports,8,4,1,0,2,1,2,1
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Global Esports vs Team Secret,Pearl,Team Secret,2,1,2,1,8,4,1,0
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,DetonatioN FocusMe vs Rex Regum Qeon,Abyss,DetonatioN FocusMe,7,1,6,0,9,1,2,0
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,DetonatioN FocusMe vs Rex Regum Qeon,Abyss,Rex Regum Qeon,9,1,2,0,7,1,6,0
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,DetonatioN FocusMe vs Rex Regum Qeon,Pearl,DetonatioN FocusMe,3,0,0,0,10,3,0,0
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,DetonatioN FocusMe vs Rex Regum Qeon,Pearl,Rex Regum Qeon,10,3,0,0,3,0,0,0
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,DetonatioN FocusMe vs Rex Regum Qeon,Haven,DetonatioN FocusMe,1,0,2,0,6,5,2,0
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,DetonatioN FocusMe vs Rex Regum Qeon,Haven,Rex Regum Qeon,6,5,2,0,1,0,2,0
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,DRX vs Nongshim RedForce,Lotus,DRX,9,1,2,1,7,1,3,0
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,DRX vs Nongshim RedForce,Lotus,Nongshim RedForce,7,1,3,0,9,1,2,1
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,DRX vs Nongshim RedForce,Pearl,DRX,2,1,0,3,8,3,2,0
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,DRX vs Nongshim RedForce,Pearl,Nongshim RedForce,8,3,2,0,2,1,0,3
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,DRX vs Nongshim RedForce,Fracture,DRX,9,0,4,0,6,1,2,0
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,DRX vs Nongshim RedForce,Fracture,Nongshim RedForce,6,1,2,0,9,0,4,0
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Paper Rex vs T1,Bind,Paper Rex,3,1,2,0,9,3,1,0
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Paper Rex vs T1,Bind,T1,9,3,1,0,3,1,2,0
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Paper Rex vs T1,Fracture,Paper Rex,10,2,1,0,4,3,1,0
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Paper Rex vs T1,Fracture,T1,4,3,1,0,10,2,1,0
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Paper Rex vs T1,Split,Paper Rex,9,0,2,0,11,0,2,0
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Paper Rex vs T1,Split,T1,11,0,2,0,9,0,2,0
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,TALON vs Global Esports,Split,TALON,6,0,0,0,12,0,1,0
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,TALON vs Global Esports,Split,Global Esports,12,0,1,0,6,0,0,0
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,TALON vs Global Esports,Abyss,TALON,5,3,3,2,5,2,2,0
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,TALON vs Global Esports,Abyss,Global Esports,5,2,2,0,5,3,3,2
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,TALON vs Global Esports,Lotus,TALON,5,4,4,0,5,1,2,0
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,TALON vs Global Esports,Lotus,Global Esports,5,1,2,0,5,4,4,0
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Gen.G vs Rex Regum Qeon,Fracture,Gen.G,4,0,2,0,8,0,5,0
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Gen.G vs Rex Regum Qeon,Fracture,Rex Regum Qeon,8,0,5,0,4,0,2,0
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Gen.G vs Rex Regum Qeon,Lotus,Gen.G,4,3,4,2,4,0,3,1
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Gen.G vs Rex Regum Qeon,Lotus,Rex Regum Qeon,4,0,3,1,4,3,4,2
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Gen.G vs Rex Regum Qeon,Haven,Gen.G,12,0,1,1,6,2,4,0
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Gen.G vs Rex Regum Qeon,Haven,Rex Regum Qeon,6,2,4,0,12,0,1,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Pearl,Nongshim RedForce,8,1,3,1,3,0,0,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Pearl,BOOM Esports,3,0,0,0,8,1,3,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,4,3,0,0,6,2,4,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,BOOM Esports,6,2,4,1,4,3,0,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,10,2,0,1,3,1,5,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,BOOM Esports,3,1,5,0,10,2,0,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,11,0,2,0,3,0,2,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,ZETA DIVISION,3,0,2,0,11,0,2,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Fracture,Paper Rex,10,1,2,0,5,2,1,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Fracture,ZETA DIVISION,5,2,1,0,10,1,2,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Lotus,Rex Regum Qeon,6,1,2,0,10,0,3,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Lotus,Team Secret,10,0,3,0,6,1,2,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Pearl,Rex Regum Qeon,11,2,0,0,2,2,0,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Pearl,Team Secret,2,2,0,0,11,2,0,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Haven,Rex Regum Qeon,9,1,3,0,1,0,1,2
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Haven,Team Secret,1,0,1,2,9,1,3,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,Abyss,Global Esports,5,2,1,0,9,2,2,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,Abyss,DetonatioN FocusMe,9,2,2,0,5,2,1,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,Split,Global Esports,9,2,1,0,11,1,1,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,Split,DetonatioN FocusMe,11,1,1,1,9,2,1,0
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Fracture,T1,7,1,4,1,2,1,2,0
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Fracture,TALON,2,1,2,0,7,1,4,1
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Bind,T1,2,1,0,1,10,0,3,0
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Bind,TALON,10,0,3,0,2,1,0,1
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Haven,T1,7,3,3,0,7,1,1,0
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Haven,TALON,7,1,1,0,7,3,3,0
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,Abyss,Gen.G,7,1,1,0,9,2,2,0
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,Abyss,DRX,9,2,2,0,7,1,1,0
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,Bind,Gen.G,5,2,6,0,9,1,4,1
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,Bind,DRX,9,1,4,1,5,2,6,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Fracture,Nongshim RedForce,4,4,1,3,11,0,2,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Fracture,Rex Regum Qeon,11,0,2,1,4,4,1,3
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Lotus,Nongshim RedForce,17,1,3,1,12,2,6,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Lotus,Rex Regum Qeon,12,2,6,0,17,1,3,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Pearl,Nongshim RedForce,11,0,1,1,7,1,0,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Pearl,Rex Regum Qeon,7,1,0,0,11,0,1,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,DetonatioN FocusMe vs Paper Rex,Abyss,DetonatioN FocusMe,7,1,5,0,7,1,1,1
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,DetonatioN FocusMe vs Paper Rex,Abyss,Paper Rex,7,1,1,1,7,1,5,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,DetonatioN FocusMe vs Paper Rex,Pearl,DetonatioN FocusMe,9,3,1,0,0,0,1,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,DetonatioN FocusMe vs Paper Rex,Pearl,Paper Rex,0,0,1,0,9,3,1,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,TALON vs Nongshim RedForce,Lotus,TALON,5,1,3,0,10,0,1,2
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,TALON vs Nongshim RedForce,Lotus,Nongshim RedForce,10,0,1,2,5,1,3,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,TALON vs Nongshim RedForce,Bind,TALON,6,3,4,0,4,4,2,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,TALON vs Nongshim RedForce,Bind,Nongshim RedForce,4,4,2,0,6,3,4,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,TALON vs Nongshim RedForce,Split,TALON,9,0,2,2,3,2,0,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,TALON vs Nongshim RedForce,Split,Nongshim RedForce,3,2,0,0,9,0,2,2
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,Gen.G vs DetonatioN FocusMe,Abyss,Gen.G,8,3,2,0,3,2,1,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,Gen.G vs DetonatioN FocusMe,Abyss,DetonatioN FocusMe,3,2,1,0,8,3,2,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,Gen.G vs DetonatioN FocusMe,Lotus,Gen.G,9,2,2,0,5,1,0,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,Gen.G vs DetonatioN FocusMe,Lotus,DetonatioN FocusMe,5,1,0,0,9,2,2,0
VCT 2025: Pacific Kickoff,Main Event,Upper Final,T1 vs DRX,Lotus,T1,9,2,2,0,9,0,2,0
VCT 2025: Pacific Kickoff,Main Event,Upper Final,T1 vs DRX,Lotus,DRX,9,0,2,0,9,2,2,0
VCT 2025: Pacific Kickoff,Main Event,Upper Final,T1 vs DRX,Haven,T1,8,2,3,0,11,1,3,0
VCT 2025: Pacific Kickoff,Main Event,Upper Final,T1 vs DRX,Haven,DRX,11,1,3,0,8,2,3,0
VCT 2025: Pacific Kickoff,Main Event,Upper Final,T1 vs DRX,Fracture,T1,7,1,2,0,8,1,4,0
VCT 2025: Pacific Kickoff,Main Event,Upper Final,T1 vs DRX,Fracture,DRX,8,1,4,0,7,1,2,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 4,TALON vs Gen.G,Bind,TALON,3,2,2,0,9,2,2,0
VCT 2025: Pacific Kickoff,Main Event,Lower Round 4,TALON vs Gen.G,Bind,Gen.G,9,2,2,0,3,2,2,0
