Tournament,Stage,Match Type,Match Name,Map,Round Number,Team,Loadout Value,Remaining Credits,Type,Outcome
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Split,13,Paper Rex,,0.3k,Eco: 0-5k,Win
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Split,14,Sentinels,,0.8k,Semi-buy: 10-20k,Loss
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Split,14,Paper Rex,,2.0k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Split,15,Sentinels,,0.8k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Split,15,Paper Rex,,5.9k,Semi-buy: 10-20k,Loss
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Split,16,Sentinels,,6.8k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Split,16,Paper Rex,,2.7k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,1,Sentinels,,0.3k,Eco: 0-5k,Win
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,1,Paper Rex,,0.2k,Eco: 0-5k,Loss
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,2,Sentinels,,2.3k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,2,Paper Rex,,8.7k,Eco: 0-5k,Loss
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,3,Sentinels,,14.4k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,3,Paper Rex,,0.9k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,4,Sentinels,,15.4k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,4,Paper Rex,,8.4k,Semi-eco: 5-10k,Loss
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,5,Sentinels,,19.4k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,5,Paper Rex,,2.6k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,6,Sentinels,,11.6k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,6,Paper Rex,,8.6k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,7,Sentinels,,6.3k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,7,Paper Rex,,17.7k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,8,Sentinels,,4.5k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,8,Paper Rex,,21.2k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,9,Sentinels,,14.2k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,9,Paper Rex,,14.1k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,10,Sentinels,,5.3k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,10,Paper Rex,,12.1k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,11,Sentinels,,12.5k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,11,Paper Rex,,5.3k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,12,Sentinels,,3.9k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,12,Paper Rex,,9.0k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,13,Sentinels,,0.4k,Eco: 0-5k,Loss
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,13,Paper Rex,,0.1k,Eco: 0-5k,Win
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,14,Sentinels,,9.1k,Eco: 0-5k,Loss
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,14,Paper Rex,,2.8k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,15,Sentinels,,1.0k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,15,Paper Rex,,10.0k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,16,Sentinels,,4.3k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,16,Paper Rex,,2.9k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,17,Sentinels,,4.9k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,17,Paper Rex,,5.8k,Semi-buy: 10-20k,Loss
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,18,Sentinels,,5.3k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,18,Paper Rex,,0.8k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,19,Sentinels,,8.4k,Semi-eco: 5-10k,Loss
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,19,Paper Rex,,9.0k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,20,Sentinels,,2.7k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,20,Paper Rex,,14.0k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,21,Sentinels,,1.4k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,21,Paper Rex,,17.7k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,22,Sentinels,,6.8k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,22,Paper Rex,,5.7k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,23,Sentinels,,1.4k,Semi-buy: 10-20k,Loss
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,23,Paper Rex,,9.1k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,24,Sentinels,,0.4k,Semi-buy: 10-20k,Loss
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,24,Paper Rex,,5.2k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,1,Gen.G,,0.4k,Eco: 0-5k,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,1,G2 Esports,,0.3k,Eco: 0-5k,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,2,Gen.G,,7.2k,Eco: 0-5k,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,2,G2 Esports,,1.1k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,3,Gen.G,,0.5k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,3,G2 Esports,,13.7k,Semi-buy: 10-20k,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,4,Gen.G,,11.4k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,4,G2 Esports,,1.7k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,5,Gen.G,,2.9k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,5,G2 Esports,,14.0k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,6,Gen.G,,6.9k,Semi-eco: 5-10k,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,6,G2 Esports,,27.6k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,7,Gen.G,,1.5k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,7,G2 Esports,,37.8k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,8,Gen.G,,0.9k,Semi-buy: 10-20k,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,8,G2 Esports,,20.2k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,9,Gen.G,,7.0k,Semi-eco: 5-10k,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,9,G2 Esports,,20.3k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,10,Gen.G,,1.0k,Semi-buy: 10-20k,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,10,G2 Esports,,21.7k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,11,Gen.G,,8.3k,Semi-buy: 10-20k,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,11,G2 Esports,,20.1k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,12,Gen.G,,1.7k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,12,G2 Esports,,14.1k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,13,Gen.G,,0.3k,Eco: 0-5k,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,13,G2 Esports,,0.3k,Eco: 0-5k,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,14,Gen.G,,0.9k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,14,G2 Esports,,9.8k,Eco: 0-5k,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,15,Gen.G,,10.5k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,15,G2 Esports,,1.6k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,16,Gen.G,,11.9k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,16,G2 Esports,,7.9k,Semi-buy: 10-20k,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,17,Gen.G,,16.1k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,17,G2 Esports,,0.8k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,18,Gen.G,,3.0k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,18,G2 Esports,,7.6k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,19,Gen.G,,13.9k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,19,G2 Esports,,8.7k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,20,Gen.G,,2.0k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Lotus,20,G2 Esports,,6.0k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,1,Gen.G,,0.5k,Eco: 0-5k,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,1,G2 Esports,,0.3k,Eco: 0-5k,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,2,Gen.G,,4.2k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,2,G2 Esports,,8.4k,Eco: 0-5k,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,3,Gen.G,,13.7k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,3,G2 Esports,,0.6k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,4,Gen.G,,5.1k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,4,G2 Esports,,4.4k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,5,Gen.G,,7.9k,Semi-buy: 10-20k,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,5,G2 Esports,,5.0k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,6,Gen.G,,6.2k,Semi-buy: 10-20k,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,6,G2 Esports,,16.4k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,7,Gen.G,,6.2k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,7,G2 Esports,,25.6k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,8,Gen.G,,11.3k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,8,G2 Esports,,11.5k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,9,Gen.G,,5.9k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,9,G2 Esports,,12.8k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,10,Gen.G,,10.4k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,10,G2 Esports,,3.5k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,11,Gen.G,,8.9k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,11,G2 Esports,,8.3k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,12,Gen.G,,1.0k,Semi-buy: 10-20k,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,12,G2 Esports,,3.7k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,13,Gen.G,,0.2k,Eco: 0-5k,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,13,G2 Esports,,0.5k,Eco: 0-5k,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,14,Gen.G,,0.5k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,14,G2 Esports,,6.1k,Semi-eco: 5-10k,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,15,Gen.G,,13.0k,Semi-buy: 10-20k,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,15,G2 Esports,,0.9k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,16,Gen.G,,2.5k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,16,G2 Esports,,3.3k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,17,Gen.G,,8.6k,Semi-buy: 10-20k,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,17,G2 Esports,,8.6k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,18,Gen.G,,4.1k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,18,G2 Esports,,18.3k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,19,Gen.G,,2.9k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,19,G2 Esports,,13.8k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,20,Gen.G,,12.5k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,20,G2 Esports,,10.5k,Semi-buy: 10-20k,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,21,Gen.G,,20.0k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,21,G2 Esports,,5.4k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,22,Gen.G,,10.3k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,22,G2 Esports,,10.8k,Semi-buy: 10-20k,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,23,Gen.G,,14.9k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,23,G2 Esports,,0.7k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,24,Gen.G,,15.9k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Haven,24,G2 Esports,,0.6k,Semi-buy: 10-20k,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,1,Gen.G,,0.2k,Eco: 0-5k,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,1,G2 Esports,,0.2k,Eco: 0-5k,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,2,Gen.G,,0.3k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,2,G2 Esports,,8.2k,Eco: 0-5k,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,3,Gen.G,,9.5k,Semi-buy: 10-20k,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,3,G2 Esports,,0.5k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,4,Gen.G,,1.1k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,4,G2 Esports,,9.6k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,5,Gen.G,,9.9k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,5,G2 Esports,,4.3k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,6,Gen.G,,5.7k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,6,G2 Esports,,7.1k,Semi-eco: 5-10k,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,7,Gen.G,,15.1k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,7,G2 Esports,,0.9k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,8,Gen.G,,8.3k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,8,G2 Esports,,4.8k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,9,Gen.G,,3.6k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,9,G2 Esports,,11.8k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,10,Gen.G,,8.9k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,10,G2 Esports,,1.3k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,11,Gen.G,,19.0k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,11,G2 Esports,,6.3k,Semi-eco: 5-10k,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,12,Gen.G,,20.6k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,12,G2 Esports,,0.4k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,13,Gen.G,,0.1k,Eco: 0-5k,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,13,G2 Esports,,0.1k,Eco: 0-5k,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,14,Gen.G,,0.4k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,14,G2 Esports,,0.3k,Semi-buy: 10-20k,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,15,Gen.G,,8.6k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,15,G2 Esports,,6.3k,Semi-eco: 5-10k,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,16,Gen.G,,11.9k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,16,G2 Esports,,0.8k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,17,Gen.G,,12.4k,Semi-buy: 10-20k,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,17,G2 Esports,,2.6k,Semi-buy: 10-20k,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,18,Gen.G,,3.6k,Full buy: 20k+,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,18,G2 Esports,,9.9k,Full buy: 20k+,Win
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,19,Gen.G,,10.0k,Semi-eco: 5-10k,Loss
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,Icebox,19,G2 Esports,,17.4k,Full buy: 20k+,Win
