Tournament,Stage,Match Type,Match Name,Map,Round Number,Team,Loadout Value,Remaining Credits,Type,Outcome
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,2,Gentle Mates,2.0k,8.9k,Eco: 0-5k,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,3,Team Heretics,18.3k,13.7k,Semi-buy: 10-20k,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,3,Gentle Mates,21.7k,1.0k,Full buy: 20k+,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,4,Team Heretics,23.0k,23.2k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,4,Gentle Mates,6.3k,10.6k,Semi-eco: 5-10k,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,5,Team Heretics,25.1k,26.9k,Full buy: 20k+,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,5,Gentle Mates,22.0k,4.7k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,6,Team Heretics,22.5k,20.8k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,6,Gentle Mates,22.9k,17.8k,Full buy: 20k+,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,7,Team Heretics,22.8k,25.1k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,7,Gentle Mates,22.6k,5.2k,Full buy: 20k+,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,8,Team Heretics,23.0k,32.3k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,8,Gentle Mates,17.9k,1.2k,Semi-buy: 10-20k,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,9,Team Heretics,23.2k,30.8k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,9,Gentle Mates,8.5k,9.1k,Semi-eco: 5-10k,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,10,Team Heretics,24.8k,30.3k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,10,Gentle Mates,21.4k,2.9k,Full buy: 20k+,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,11,Team Heretics,22.6k,23.7k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,11,Gentle Mates,20.1k,0.5k,Full buy: 20k+,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,12,Team Heretics,22.9k,23.5k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,12,Gentle Mates,15.3k,0.4k,Semi-buy: 10-20k,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,13,Team Heretics,4.1k,0.1k,Eco: 0-5k,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,13,Gentle Mates,3.6k,0.2k,Eco: 0-5k,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,14,Team Heretics,17.5k,0.4k,Semi-buy: 10-20k,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,14,Gentle Mates,10.2k,0.3k,Semi-buy: 10-20k,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,15,Team Heretics,1.3k,10.1k,Eco: 0-5k,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,15,Gentle Mates,21.7k,3.6k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,16,Team Heretics,22.1k,0.7k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,16,Gentle Mates,24.6k,9.8k,Full buy: 20k+,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,1,Team Heretics,3.6k,0.3k,Eco: 0-5k,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,1,Gentle Mates,3.3k,0.4k,Eco: 0-5k,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,2,Team Heretics,15.0k,2.8k,Semi-buy: 10-20k,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,2,Gentle Mates,2.5k,8.1k,Eco: 0-5k,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,3,Team Heretics,16.6k,13.9k,Semi-buy: 10-20k,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,3,Gentle Mates,20.8k,0.7k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,4,Team Heretics,22.4k,1.6k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,4,Gentle Mates,20.1k,4.3k,Full buy: 20k+,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,5,Team Heretics,23.8k,13.9k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,5,Gentle Mates,4.7k,9.4k,Eco: 0-5k,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,6,Team Heretics,24.2k,25.5k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,6,Gentle Mates,19.7k,4.0k,Semi-buy: 10-20k,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,7,Team Heretics,24.7k,34.8k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,7,Gentle Mates,8.3k,10.9k,Semi-eco: 5-10k,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,8,Team Heretics,24.5k,40.2k,Full buy: 20k+,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,8,Gentle Mates,21.3k,5.0k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,9,Team Heretics,24.6k,21.0k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,9,Gentle Mates,22.1k,6.7k,Full buy: 20k+,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,10,Team Heretics,24.1k,20.7k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,10,Gentle Mates,10.1k,10.0k,Semi-buy: 10-20k,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,11,Team Heretics,24.5k,25.6k,Full buy: 20k+,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,11,Gentle Mates,20.4k,2.4k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,12,Team Heretics,25.1k,9.1k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,12,Gentle Mates,23.7k,6.1k,Full buy: 20k+,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,13,Team Heretics,4.0k,0.2k,Eco: 0-5k,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,13,Gentle Mates,3.4k,0.3k,Eco: 0-5k,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,14,Team Heretics,2.6k,9.2k,Eco: 0-5k,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,14,Gentle Mates,13.6k,3.5k,Semi-buy: 10-20k,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,15,Team Heretics,22.1k,0.8k,Full buy: 20k+,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,15,Gentle Mates,17.2k,14.1k,Semi-buy: 10-20k,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,16,Team Heretics,8.9k,7.3k,Semi-eco: 5-10k,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,16,Gentle Mates,21.6k,18.4k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,17,Team Heretics,22.4k,1.8k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,17,Gentle Mates,24.3k,17.0k,Full buy: 20k+,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,18,Team Heretics,22.5k,8.9k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,18,Gentle Mates,23.3k,4.0k,Full buy: 20k+,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,19,Team Heretics,22.4k,14.9k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,19,Gentle Mates,11.4k,8.3k,Semi-buy: 10-20k,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,20,Team Heretics,23.2k,17.1k,Full buy: 20k+,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,20,Gentle Mates,22.7k,0.5k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,21,Team Heretics,21.8k,7.0k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,21,Gentle Mates,22.1k,6.6k,Full buy: 20k+,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,1,Karmine Corp,4.1k,0.1k,Eco: 0-5k,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,1,GIANTX,3.7k,0.4k,Eco: 0-5k,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,2,Karmine Corp,14.3k,4.2k,Semi-buy: 10-20k,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,2,GIANTX,1.7k,9.6k,Eco: 0-5k,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,3,Karmine Corp,20.2k,13.5k,Full buy: 20k+,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,3,GIANTX,21.1k,0.7k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,4,Karmine Corp,21.0k,3.3k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,4,GIANTX,19.7k,3.8k,Semi-buy: 10-20k,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,5,Karmine Corp,21.0k,12.7k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,5,GIANTX,17.7k,3.9k,Semi-buy: 10-20k,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,6,Karmine Corp,21.6k,11.8k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,6,GIANTX,10.5k,6.9k,Semi-buy: 10-20k,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,7,Karmine Corp,21.8k,16.3k,Full buy: 20k+,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,7,GIANTX,21.3k,1.0k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,8,Karmine Corp,21.7k,11.0k,Full buy: 20k+,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,8,GIANTX,21.0k,6.7k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,9,Karmine Corp,20.7k,2.9k,Full buy: 20k+,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,9,GIANTX,22.4k,7.6k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,10,Karmine Corp,18.0k,0.7k,Semi-buy: 10-20k,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,10,GIANTX,23.3k,19.2k,Full buy: 20k+,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,11,Karmine Corp,20.4k,7.1k,Full buy: 20k+,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,11,GIANTX,23.8k,5.6k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,12,Karmine Corp,19.7k,0.5k,Semi-buy: 10-20k,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,12,GIANTX,25.7k,7.6k,Full buy: 20k+,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,13,Karmine Corp,3.2k,0.1k,Eco: 0-5k,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,13,GIANTX,3.7k,0.5k,Eco: 0-5k,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,14,Karmine Corp,14.2k,2.0k,Semi-buy: 10-20k,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,14,GIANTX,2.1k,10.0k,Eco: 0-5k,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,15,Karmine Corp,17.2k,13.4k,Semi-buy: 10-20k,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,15,GIANTX,22.4k,1.2k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,16,Karmine Corp,20.5k,3.0k,Full buy: 20k+,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,16,GIANTX,21.0k,2.9k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,17,Karmine Corp,6.8k,8.6k,Semi-eco: 5-10k,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,17,GIANTX,21.4k,5.9k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,18,Karmine Corp,21.7k,1.8k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,18,GIANTX,23.6k,13.5k,Full buy: 20k+,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,19,Karmine Corp,21.9k,7.6k,Full buy: 20k+,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,19,GIANTX,20.3k,3.4k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,20,Karmine Corp,6.8k,10.2k,Semi-eco: 5-10k,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,20,GIANTX,20.1k,4.0k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,21,Karmine Corp,19.4k,2.7k,Semi-buy: 10-20k,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,21,GIANTX,22.1k,11.6k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,22,Karmine Corp,16.4k,4.1k,Semi-buy: 10-20k,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,22,GIANTX,23.5k,16.4k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,23,Karmine Corp,18.1k,0.4k,Semi-buy: 10-20k,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,23,GIANTX,23.4k,16.6k,Full buy: 20k+,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,24,Karmine Corp,22.2k,8.6k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,24,GIANTX,22.4k,7.9k,Full buy: 20k+,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,25,Karmine Corp,23.6k,1.0k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,25,GIANTX,23.7k,1.0k,Full buy: 20k+,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,26,Karmine Corp,22.7k,1.0k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,26,GIANTX,23.9k,1.0k,Full buy: 20k+,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,1,Karmine Corp,3.9k,0.2k,Eco: 0-5k,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,1,GIANTX,3.4k,0.5k,Eco: 0-5k,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,2,Karmine Corp,14.2k,5.8k,Semi-buy: 10-20k,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,2,GIANTX,2.5k,9.3k,Eco: 0-5k,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,3,Karmine Corp,10.3k,8.1k,Semi-buy: 10-20k,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,3,GIANTX,22.8k,8.9k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,4,Karmine Corp,21.3k,0.7k,Full buy: 20k+,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,4,GIANTX,24.7k,16.9k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,5,Karmine Corp,8.5k,9.0k,Semi-eco: 5-10k,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,5,GIANTX,22.2k,15.3k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,6,Karmine Corp,21.7k,2.7k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,6,GIANTX,22.9k,23.6k,Full buy: 20k+,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,7,Karmine Corp,22.2k,5.3k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,7,GIANTX,22.4k,10.9k,Full buy: 20k+,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,8,Karmine Corp,22.3k,7.7k,Full buy: 20k+,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,8,GIANTX,18.9k,4.9k,Semi-buy: 10-20k,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,9,Karmine Corp,8.5k,9.8k,Semi-eco: 5-10k,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,9,GIANTX,22.5k,8.9k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,10,Karmine Corp,20.2k,2.9k,Full buy: 20k+,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,10,GIANTX,22.8k,17.2k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,11,Karmine Corp,18.6k,0.9k,Semi-buy: 10-20k,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,11,GIANTX,23.9k,16.0k,Full buy: 20k+,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,12,Karmine Corp,23.3k,6.1k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,12,GIANTX,21.9k,3.8k,Full buy: 20k+,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,13,Karmine Corp,3.6k,0.2k,Eco: 0-5k,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,13,GIANTX,3.9k,0.3k,Eco: 0-5k,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,14,Karmine Corp,1.8k,9.5k,Eco: 0-5k,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,14,GIANTX,14.7k,3.8k,Semi-buy: 10-20k,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,15,Karmine Corp,22.1k,1.0k,Full buy: 20k+,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,15,GIANTX,19.5k,11.9k,Semi-buy: 10-20k,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,16,Karmine Corp,18.2k,2.4k,Semi-buy: 10-20k,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,16,GIANTX,22.0k,24.5k,Full buy: 20k+,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,17,Karmine Corp,21.0k,10.2k,Full buy: 20k+,Win
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,17,GIANTX,22.4k,13.5k,Full buy: 20k+,Loss
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,18,Karmine Corp,22.6k,9.8k,Full buy: 20k+,Loss
