Tournament,Stage,Match Type,Match Name,Map,Team,Player,Agents,2k,3k,4k,5k,1v1,1v2,1v3,1v4,1v5,Econ,Spike Plants,Spike Defuses
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Team Liquid vs KOI,Fracture,KOI,flyuh,killjoy,2,1,,,,,,,,50,0,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Team Liquid vs KOI,Fracture,KOI,Filu,yoru,7,,,,,,,,,56,2,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Team Liquid vs KOI,Fracture,KOI,grubinho,brimstone,3,1,,,,,,,,62,3,2
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Team Liquid vs KOI,Abyss,Team Liquid,paTiTek,kayo,3,1,,,1,,,,,59,3,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Team Liquid vs KOI,Abyss,Team Liquid,nAts,cypher,2,,,,,,,,,63,2,1
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Team Liquid vs KOI,Abyss,Team Liquid,kamyk,sova,3,,,,1,,,,,52,5,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Team Liquid vs KOI,Abyss,Team Liquid,keiko,omen,4,1,,,1,,,,,78,1,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Team Liquid vs KOI,Abyss,Team Liquid,kamo,jett,4,,,,,,,,,38,0,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Team Liquid vs KOI,Abyss,KOI,soulcas,cypher,1,,,,1,,,,,46,0,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Team Liquid vs KOI,Abyss,KOI,sheydos,sova,,,,,,,,,,26,1,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Team Liquid vs KOI,Abyss,KOI,flyuh,kayo,2,,,,,,,,,46,2,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Team Liquid vs KOI,Abyss,KOI,Filu,jett,4,,,,,,,,,70,0,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Team Liquid vs KOI,Abyss,KOI,grubinho,astra,1,1,,,,1,,,,42,0,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Team Liquid vs KOI,Bind,Team Liquid,paTiTek,skye,3,,,,1,,,,,53,5,1
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Team Liquid vs KOI,Bind,Team Liquid,nAts,viper,,,,,,,,,,43,0,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Team Liquid vs KOI,Bind,Team Liquid,kamyk,gekko,3,1,,,,,,,,33,3,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Team Liquid vs KOI,Bind,Team Liquid,keiko,brimstone,5,2,,1,,,,,,78,1,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Team Liquid vs KOI,Bind,Team Liquid,kamo,raze,4,1,1,,,,,,,67,1,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Team Liquid vs KOI,Bind,KOI,soulcas,viper,2,1,,,1,,,,,56,0,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Team Liquid vs KOI,Bind,KOI,sheydos,tejo,3,,1,,,1,,,,44,2,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Team Liquid vs KOI,Bind,KOI,flyuh,kayo,2,1,,,,,,,,40,2,1
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Team Liquid vs KOI,Bind,KOI,Filu,raze,3,1,,,1,,,,,47,0,2
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Team Liquid vs KOI,Bind,KOI,grubinho,astra,3,,,,1,,,,,52,2,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Apeks vs Gentle Mates,All Maps,Apeks,hype,killjoy,4,2,,,,,,,,40,1,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Apeks vs Gentle Mates,All Maps,Apeks,MOLSI,"breach, kayo",1,,,,,,,,,36,13,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Apeks vs Gentle Mates,All Maps,Apeks,AvovA,"astra, omen",4,2,,,1,,,,,47,5,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Apeks vs Gentle Mates,All Maps,Apeks,oderus,"fade, sova",6,1,,,1,1,,,,48,1,1
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Apeks vs Gentle Mates,All Maps,Apeks,florescent,jett,7,3,,,,,1,,,61,1,1
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Apeks vs Gentle Mates,All Maps,Gentle Mates,Zyppan,"breach, kayo",8,2,,,1,,,,,66,5,1
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Apeks vs Gentle Mates,All Maps,Gentle Mates,RobbieBk,sova,5,2,,,,,,,,54,8,1
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Apeks vs Gentle Mates,All Maps,Gentle Mates,Click,"jett, neon",7,2,2,,1,,,,,59,0,2
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Apeks vs Gentle Mates,All Maps,Gentle Mates,Kada,"astra, omen",3,1,,,1,,,,,42,3,2
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Apeks vs Gentle Mates,All Maps,Gentle Mates,Minny,"cypher, killjoy",4,5,,,1,,,,,56,1,1
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Apeks vs Gentle Mates,Pearl,Apeks,hype,killjoy,,,,,,,,,,24,0,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Apeks vs Gentle Mates,Pearl,Apeks,MOLSI,kayo,,,,,,,,,,39,8,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Apeks vs Gentle Mates,Pearl,Apeks,AvovA,astra,2,1,,,1,,,,,55,1,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Apeks vs Gentle Mates,Pearl,Apeks,oderus,fade,2,,,,1,,,,,30,0,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Apeks vs Gentle Mates,Pearl,Apeks,florescent,jett,2,3,,,,,1,,,71,0,1
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Apeks vs Gentle Mates,Pearl,Gentle Mates,Zyppan,kayo,4,1,,,,,,,,73,1,1
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Apeks vs Gentle Mates,Pearl,Gentle Mates,RobbieBk,sova,4,2,,,,,,,,77,5,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Apeks vs Gentle Mates,Pearl,Gentle Mates,Click,jett,4,1,1,,1,,,,,60,0,2
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Apeks vs Gentle Mates,Pearl,Gentle Mates,Kada,astra,1,1,,,,,,,,47,1,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Apeks vs Gentle Mates,Pearl,Gentle Mates,Minny,killjoy,3,1,,,,,,,,63,0,1
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Apeks vs Gentle Mates,Haven,Apeks,hype,killjoy,4,2,,,,,,,,56,1,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Apeks vs Gentle Mates,Haven,Apeks,MOLSI,breach,1,,,,,,,,,32,5,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Apeks vs Gentle Mates,Haven,Apeks,AvovA,omen,2,1,,,,,,,,38,4,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Apeks vs Gentle Mates,Haven,Apeks,oderus,sova,4,1,,,,1,,,,65,1,1
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Apeks vs Gentle Mates,Haven,Apeks,florescent,jett,5,,,,,,,,,51,1,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Apeks vs Gentle Mates,Haven,Gentle Mates,Zyppan,breach,4,1,,,1,,,,,58,4,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Apeks vs Gentle Mates,Haven,Gentle Mates,RobbieBk,sova,1,,,,,,,,,31,3,1
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Apeks vs Gentle Mates,Haven,Gentle Mates,Click,neon,3,1,1,,,,,,,57,0,0
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Apeks vs Gentle Mates,Haven,Gentle Mates,Kada,omen,2,,,,1,,,,,37,2,2
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Apeks vs Gentle Mates,Haven,Gentle Mates,Minny,cypher,1,4,,,1,,,,,49,1,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,All Maps,FNATIC,crashies,"breach, sova",9,2,1,,,,1,,,55,7,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,All Maps,FNATIC,Boaster,"brimstone, omen",14,3,,,3,,,,,59,5,3
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,All Maps,FNATIC,Chronicle,"astra, breach, cypher",13,3,,,,,,,,62,2,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,All Maps,FNATIC,kaajak,"raze, yoru",9,2,1,,,,,,,51,5,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,All Maps,FNATIC,Alfajer,"chamber, raze, tejo",9,2,,,1,,,,,54,3,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,All Maps,BBL Esports,vakk,"astra, cypher, sage",7,,1,,,3,,,,36,1,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,All Maps,BBL Esports,PROFEK,"astra, omen",11,1,1,,1,1,1,,,59,1,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,All Maps,BBL Esports,sociablEE,"raze, sova, yoru",12,3,,,2,1,,,,53,3,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,All Maps,BBL Esports,Jamppi,"breach, fade",5,,,,3,,,,,45,20,2
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,All Maps,BBL Esports,LewN,"raze, yoru",7,1,1,,1,,,,,50,0,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Abyss,FNATIC,crashies,sova,1,,1,,,,1,,,46,2,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Abyss,FNATIC,Boaster,omen,7,,,,,,,,,58,1,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Abyss,FNATIC,Chronicle,astra,2,,,,,,,,,54,2,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Abyss,FNATIC,kaajak,yoru,4,1,1,,,,,,,53,0,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Abyss,FNATIC,Alfajer,tejo,6,,,,,,,,,63,1,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Abyss,BBL Esports,vakk,sage,1,,,,,,,,,31,0,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Abyss,BBL Esports,PROFEK,astra,4,,,,1,,1,,,52,0,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Abyss,BBL Esports,sociablEE,sova,5,,,,1,,,,,49,0,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Abyss,BBL Esports,Jamppi,breach,3,,,,1,,,,,59,6,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Abyss,BBL Esports,LewN,yoru,2,1,1,,,,,,,63,0,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Fracture,FNATIC,crashies,sova,5,1,,,,,,,,75,3,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Fracture,FNATIC,Boaster,brimstone,3,3,,,3,,,,,66,3,3
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Fracture,FNATIC,Chronicle,breach,5,3,,,,,,,,70,0,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Fracture,FNATIC,kaajak,raze,2,1,,,,,,,,59,0,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Fracture,FNATIC,Alfajer,chamber,2,,,,1,,,,,53,1,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Fracture,BBL Esports,vakk,cypher,1,,,,,1,,,,24,1,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Fracture,BBL Esports,PROFEK,astra,5,1,1,,,1,,,,62,0,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Fracture,BBL Esports,sociablEE,yoru,3,1,,,1,,,,,57,1,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Fracture,BBL Esports,Jamppi,breach,2,,,,2,,,,,43,7,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Fracture,BBL Esports,LewN,raze,1,,,,,,,,,37,0,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Split,FNATIC,crashies,breach,3,1,,,,,,,,45,2,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Split,FNATIC,Boaster,omen,4,,,,,,,,,52,1,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Split,FNATIC,Chronicle,cypher,6,,,,,,,,,63,0,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Split,FNATIC,kaajak,yoru,3,,,,,,,,,42,5,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Split,FNATIC,Alfajer,raze,1,2,,,,,,,,46,1,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Split,BBL Esports,vakk,astra,5,,1,,,2,,,,54,0,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Split,BBL Esports,PROFEK,omen,2,,,,,,,,,63,1,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Split,BBL Esports,sociablEE,raze,4,2,,,,1,,,,54,2,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Split,BBL Esports,Jamppi,fade,,,,,,,,,,34,7,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Split,BBL Esports,LewN,yoru,4,,,,1,,,,,49,0,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,All Maps,Team Vitality,Sayf,"iso, tejo",11,1,,,2,,,,,44,7,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,All Maps,Team Vitality,trexx,"brimstone, sova",13,3,,,,1,,,,63,4,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,All Maps,Team Vitality,Derke,"jett, raze, yoru",12,4,1,,,,,,,57,1,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,All Maps,Team Vitality,Less,"astra, cypher, viper",11,1,,,4,1,,,,42,0,2
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,All Maps,Team Vitality,Kicks,"breach, omen, skye",8,3,,,1,,,,,40,13,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,All Maps,Karmine Corp,saadhak,"deadlock, harbor",9,,,,1,,,,,45,12,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,All Maps,Karmine Corp,SUYGETSU,"astra, omen",6,6,1,,,1,1,,,53,2,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,All Maps,Karmine Corp,Avez,"fade, gekko",9,4,,,,,,,,42,9,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,All Maps,Karmine Corp,marteen,yoru,10,2,2,,,1,,,,45,2,4
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,All Maps,Karmine Corp,Elite,"killjoy, vyse",8,2,,,,1,,,,49,0,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Haven,Team Vitality,Sayf,iso,3,,,,1,,,,,48,2,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Haven,Team Vitality,trexx,sova,4,1,,,,1,,,,80,1,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Haven,Team Vitality,Derke,yoru,1,1,,,,,,,,55,1,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Haven,Team Vitality,Less,cypher,6,,,,1,,,,,64,0,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Haven,Team Vitality,Kicks,omen,3,2,,,1,,,,,50,1,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Haven,Karmine Corp,saadhak,harbor,,,,,,,,,,39,3,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Haven,Karmine Corp,SUYGETSU,omen,2,2,,,,1,,,,72,0,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Haven,Karmine Corp,Avez,fade,2,1,,,,,,,,49,0,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Haven,Karmine Corp,marteen,yoru,,,1,,,,,,,37,2,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Haven,Karmine Corp,Elite,killjoy,2,2,,,,,,,,60,0,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Bind,Team Vitality,Sayf,tejo,4,,,,,,,,,46,1,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Bind,Team Vitality,trexx,brimstone,2,,,,,,,,,60,3,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Bind,Team Vitality,Derke,raze,5,1,,,,,,,,61,0,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Bind,Team Vitality,Less,viper,1,1,,,,,,,,34,0,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Bind,Team Vitality,Kicks,skye,3,,,,,,,,,39,3,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Bind,Karmine Corp,saadhak,deadlock,5,,,,1,,,,,59,3,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Bind,Karmine Corp,SUYGETSU,astra,1,3,,,,,,,,52,0,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Bind,Karmine Corp,Avez,gekko,3,1,,,,,,,,41,5,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Bind,Karmine Corp,marteen,yoru,4,1,,,,,,,,54,0,3
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Bind,Karmine Corp,Elite,vyse,3,,,,,,,,,40,0,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Abyss,Team Vitality,Sayf,tejo,4,1,,,1,,,,,39,4,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Abyss,Team Vitality,trexx,sova,7,2,,,,,,,,50,0,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Abyss,Team Vitality,Derke,jett,6,2,1,,,,,,,54,0,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Abyss,Team Vitality,Less,astra,4,,,,3,1,,,,27,0,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Abyss,Team Vitality,Kicks,breach,2,1,,,,,,,,32,9,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Abyss,Karmine Corp,saadhak,harbor,4,,,,,,,,,37,6,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Abyss,Karmine Corp,SUYGETSU,astra,3,1,1,,,,1,,,34,2,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Abyss,Karmine Corp,Avez,fade,4,2,,,,,,,,35,4,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Abyss,Karmine Corp,marteen,yoru,6,1,1,,,1,,,,44,0,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Abyss,Karmine Corp,Elite,vyse,3,,,,,1,,,,46,0,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,All Maps,FUT Esports,qRaxs,"fade, kayo",8,,1,,,,,,,69,0,3
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,All Maps,FUT Esports,AtaKaptan,astra,4,1,1,,1,2,,,,54,2,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,All Maps,FUT Esports,MrFaliN,"breach, tejo",3,2,1,,,1,,,,54,9,3
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,All Maps,FUT Esports,yetujey,cypher,5,3,1,,1,,3,,,59,1,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,All Maps,FUT Esports,xeus,"raze, yoru",5,1,,,1,,,,,53,0,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,All Maps,Team Liquid,paTiTek,"breach, kayo",2,1,,,,,,,,40,3,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,All Maps,Team Liquid,nAts,cypher,3,,2,,,1,,,,55,2,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,All Maps,Team Liquid,kamyk,"sage, sova",6,1,,,,,,,,65,2,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,All Maps,Team Liquid,keiko,"astra, brimstone",4,1,,,,1,,,,52,2,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,All Maps,Team Liquid,kamo,"gekko, jett",4,2,1,,,,,,,51,6,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Pearl,FUT Esports,qRaxs,fade,3,,1,,,,,,,68,0,2
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Pearl,FUT Esports,AtaKaptan,astra,2,,,,,,,,,52,2,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Pearl,FUT Esports,MrFaliN,tejo,2,1,1,,,,,,,52,3,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Pearl,FUT Esports,yetujey,cypher,2,1,1,,1,,1,,,62,0,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Pearl,FUT Esports,xeus,yoru,3,1,,,1,,,,,48,0,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Pearl,Team Liquid,paTiTek,kayo,1,,,,,,,,,35,2,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Pearl,Team Liquid,nAts,cypher,1,,2,,,,,,,58,2,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Pearl,Team Liquid,kamyk,sova,2,,,,,,,,,59,2,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Pearl,Team Liquid,keiko,astra,3,1,,,,,,,,58,2,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Pearl,Team Liquid,kamo,jett,,1,1,,,,,,,36,0,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,FUT Esports,qRaxs,kayo,5,,,,,,,,,70,0,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,FUT Esports,AtaKaptan,astra,2,1,1,,1,2,,,,56,0,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,FUT Esports,MrFaliN,breach,1,1,,,,1,,,,55,6,2
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,FUT Esports,yetujey,cypher,3,2,,,,,2,,,56,1,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,FUT Esports,xeus,raze,2,,,,,,,,,58,0,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,Team Liquid,paTiTek,breach,1,1,,,,,,,,45,1,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,Team Liquid,nAts,cypher,2,,,,,1,,,,52,0,1
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,Team Liquid,kamyk,sage,4,1,,,,,,,,71,0,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,Team Liquid,keiko,brimstone,1,,,,,1,,,,45,0,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,Team Liquid,kamo,gekko,4,1,,,,,,,,66,6,0
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,All Maps,Team Heretics,Boo,"astra, kayo",5,1,,,,,,,,43,3,1
