Tournament,Stage,Match Type,Match Name,Map,Team A,Team A Score,Team A Attacker Score,Team A Defender Score,Team A Overtime Score,Team B,Team B Score,Team B Attacker Score,Team B Defender Score,Team B Overtime Score,Duration
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,TALON vs Global Esports,Lotus,TALON,13,7,6,,Global Esports,8,3,5,,51:39
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Gen.G vs Rex Regum Qeon,Fracture,Gen.G,6,1,5,,Rex Regum Qeon,13,2,11,,49:04
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Gen.G vs Rex Regum Qeon,Lotus,Gen.G,13,5,8,,Rex Regum Qeon,8,1,7,,51:22
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Gen.G vs Rex Regum Qeon,Haven,Gen.G,14,6,6,2,Rex Regum Qeon,12,6,6,0,1:05:05
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Pearl,Nongshim RedForce,13,9,4,,BOOM Esports,3,0,3,,50:29
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,Nongshim RedForce,7,6,1,,BOOM Esports,13,7,6,,55:46
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,Nongshim RedForce,13,6,7,,BOOM Esports,9,3,6,,52:11
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,13,8,5,,ZETA DIVISION,5,1,4,,51:07
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Fracture,Paper Rex,13,6,7,,ZETA DIVISION,8,2,6,,45:05
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Lotus,Rex Regum Qeon,9,4,5,,Team Secret,13,5,8,,1:09:49
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Pearl,Rex Regum Qeon,13,11,2,,Team Secret,4,3,1,,50:02
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Haven,Rex Regum Qeon,13,8,5,,Team Secret,4,0,4,,41:34
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,Abyss,Global Esports,8,2,6,,DetonatioN FocusMe,13,3,10,,50:07
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,Split,Global Esports,12,6,6,0,DetonatioN FocusMe,14,6,6,2,1:04:41
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Fracture,T1,13,10,3,,TALON,5,3,2,,52:42
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Bind,T1,4,3,1,,TALON,13,4,9,,34:07
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Haven,T1,13,8,5,,TALON,9,5,4,,49:31
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,Abyss,Gen.G,9,3,6,,DRX,13,4,9,,59:49
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,Bind,Gen.G,13,5,7,1,DRX,15,5,7,3,1:03:54
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Fracture,Nongshim RedForce,12,6,6,0,Rex Regum Qeon,14,6,6,2,1:13:25
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Lotus,Nongshim RedForce,22,7,5,10,Rex Regum Qeon,20,7,5,8,1:32:19
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Pearl,Nongshim RedForce,13,6,7,,Rex Regum Qeon,8,2,6,,52:15
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,DetonatioN FocusMe vs Paper Rex,Abyss,DetonatioN FocusMe,13,7,6,,Paper Rex,10,5,5,,58:57
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,DetonatioN FocusMe vs Paper Rex,Pearl,DetonatioN FocusMe,13,11,2,,Paper Rex,1,0,1,,34:24
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,TALON vs Nongshim RedForce,Lotus,TALON,9,5,4,,Nongshim RedForce,13,6,7,,1:02:09
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,TALON vs Nongshim RedForce,Bind,TALON,13,9,4,,Nongshim RedForce,10,7,3,,52:01
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,TALON vs Nongshim RedForce,Split,TALON,13,8,5,,Nongshim RedForce,5,1,4,,42:15
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,Gen.G vs DetonatioN FocusMe,Abyss,Gen.G,13,9,4,,DetonatioN FocusMe,6,3,3,,52:41
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,Gen.G vs DetonatioN FocusMe,Lotus,Gen.G,13,8,5,,DetonatioN FocusMe,6,2,4,,41:55
VCT 2025: Pacific Kickoff,Main Event,Upper Final,T1 vs DRX,Lotus,T1,13,5,8,,DRX,11,4,7,,1:06:28
VCT 2025: Pacific Kickoff,Main Event,Upper Final,T1 vs DRX,Haven,T1,13,5,7,1,DRX,15,5,7,3,59:21
VCT 2025: Pacific Kickoff,Main Event,Upper Final,T1 vs DRX,Fracture,T1,10,4,6,,DRX,13,5,8,,50:27
VCT 2025: Pacific Kickoff,Main Event,Lower Round 4,TALON vs Gen.G,Bind,TALON,7,5,2,,Gen.G,13,6,7,,52:32
VCT 2025: Pacific Kickoff,Main Event,Lower Round 4,TALON vs Gen.G,Lotus,TALON,2,2,0,,Gen.G,13,3,10,,34:08
VCT 2025: Pacific Kickoff,Main Event,Lower Final,T1 vs Gen.G,Pearl,T1,13,8,5,,Gen.G,8,4,4,,1:07:45
VCT 2025: Pacific Kickoff,Main Event,Lower Final,T1 vs Gen.G,Lotus,T1,13,6,7,,Gen.G,8,2,6,,41:54
VCT 2025: Pacific Kickoff,Main Event,Lower Final,T1 vs Gen.G,Haven,T1,5,5,0,,Gen.G,13,6,7,,43:00
VCT 2025: Pacific Kickoff,Main Event,Lower Final,T1 vs Gen.G,Split,T1,15,9,3,3,Gen.G,17,9,3,5,1:14:51
VCT 2025: Pacific Kickoff,Main Event,Lower Final,T1 vs Gen.G,Bind,T1,13,9,4,,Gen.G,10,7,3,,55:35
VCT 2025: Pacific Kickoff,Main Event,Grand Final,DRX vs T1,Abyss,DRX,13,10,3,,T1,3,1,2,,1:00:22
VCT 2025: Pacific Kickoff,Main Event,Grand Final,DRX vs T1,Lotus,DRX,6,5,1,,T1,13,6,7,,42:03
VCT 2025: Pacific Kickoff,Main Event,Grand Final,DRX vs T1,Fracture,DRX,13,8,5,,T1,9,5,4,,49:54
VCT 2025: Pacific Kickoff,Main Event,Grand Final,DRX vs T1,Bind,DRX,12,7,5,0,T1,14,7,5,2,1:02:47
VCT 2025: Pacific Kickoff,Main Event,Grand Final,DRX vs T1,Split,DRX,13,7,6,,T1,11,6,5,,56:48
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,Evil Geniuses vs LOUD,Split,Evil Geniuses,12,8,4,0,LOUD,14,8,4,2,1:13:09
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,Evil Geniuses vs LOUD,Pearl,Evil Geniuses,10,6,4,,LOUD,13,7,6,,53:34
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,MIBR vs 100 Thieves,Lotus,MIBR,4,2,2,,100 Thieves,13,3,10,,40:14
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,MIBR vs 100 Thieves,Bind,MIBR,9,8,1,,100 Thieves,13,9,4,,51:35
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,2Game Esports vs FURIA,Haven,2Game Esports,7,5,2,,FURIA,13,6,7,,54:22
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,2Game Esports vs FURIA,Lotus,2Game Esports,5,4,1,,FURIA,13,5,8,,38:57
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,NRG vs Cloud9,Fracture,Mega Minors,12,2,10,0,Cloud9,14,2,10,2,1:10:03
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,NRG vs Cloud9,Lotus,Mega Minors,10,6,4,,Cloud9,13,7,6,,56:46
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,KRÜ Esports vs LOUD,Haven,KRÜ Esports,7,2,5,,LOUD,13,3,10,,52:26
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,KRÜ Esports vs LOUD,Split,KRÜ Esports,10,6,4,,LOUD,13,7,6,,56:04
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Sentinels vs 100 Thieves,Split,Sentinels,4,4,0,,100 Thieves,13,5,8,,49:02
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Sentinels vs 100 Thieves,Bind,Sentinels,13,7,6,,100 Thieves,9,4,5,,54:05
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Sentinels vs 100 Thieves,Pearl,Sentinels,13,6,7,,100 Thieves,9,3,6,,51:15
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,LEVIATÁN vs FURIA,Haven,LEVIATÁN,13,9,4,,FURIA,8,5,3,,58:40
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,LEVIATÁN vs FURIA,Split,LEVIATÁN,13,9,4,,FURIA,6,3,3,,46:44
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,G2 Esports vs Cloud9,Lotus,G2 Esports,13,8,5,,Cloud9,6,2,4,,48:13
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,G2 Esports vs Cloud9,Abyss,G2 Esports,13,9,4,,Cloud9,8,5,3,,48:17
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,FURIA vs Evil Geniuses,Abyss,FURIA,7,5,2,,Evil Geniuses,13,6,7,,1:00:42
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,FURIA vs Evil Geniuses,Fracture,FURIA,7,2,5,,Evil Geniuses,13,3,10,,48:55
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Cloud9 vs MIBR,Lotus,Cloud9,13,6,7,,MIBR,7,1,6,,55:57
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Cloud9 vs MIBR,Abyss,Cloud9,10,2,8,,MIBR,13,3,10,,53:31
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Cloud9 vs MIBR,Pearl,Cloud9,7,4,3,,MIBR,13,5,8,,47:23
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs 2Game Esports,Abyss,KRÜ Esports,13,10,3,,2Game Esports,3,1,2,,50:41
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs 2Game Esports,Split,KRÜ Esports,13,10,3,,2Game Esports,2,0,2,,38:23
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,100 Thieves vs NRG,Lotus,100 Thieves,14,6,6,2,Mega Minors,12,6,6,0,1:19:06
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,100 Thieves vs NRG,Pearl,100 Thieves,9,5,4,,Mega Minors,13,6,7,,57:20
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,100 Thieves vs NRG,Bind,100 Thieves,9,6,3,,Mega Minors,13,7,6,,56:00
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,LOUD vs Sentinels,Lotus,LOUD,13,6,7,,Sentinels,11,5,6,,1:12:39
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,LOUD vs Sentinels,Pearl,LOUD,11,7,4,,Sentinels,13,8,5,,55:49
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,LOUD vs Sentinels,Split,LOUD,9,6,3,,Sentinels,13,7,6,,48:58
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,G2 Esports vs LEVIATÁN,Pearl,G2 Esports,13,8,5,,LEVIATÁN,5,1,4,,55:44
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,G2 Esports vs LEVIATÁN,Fracture,G2 Esports,13,8,5,,LEVIATÁN,9,5,4,,48:43
VCT 2025: Americas Kickoff,Main Event,Lower Round 2,Evil Geniuses vs MIBR,Abyss,Evil Geniuses,10,6,4,,MIBR,13,7,6,,1:05:03
VCT 2025: Americas Kickoff,Main Event,Lower Round 2,Evil Geniuses vs MIBR,Split,Evil Geniuses,3,2,1,,MIBR,13,3,10,,38:31
VCT 2025: Americas Kickoff,Main Event,Lower Round 2,NRG vs KRÜ Esports,Abyss,Mega Minors,8,7,1,,KRÜ Esports,13,8,5,,1:00:37
VCT 2025: Americas Kickoff,Main Event,Lower Round 2,NRG vs KRÜ Esports,Haven,Mega Minors,13,4,9,,KRÜ Esports,10,2,8,,54:23
VCT 2025: Americas Kickoff,Main Event,Lower Round 2,NRG vs KRÜ Esports,Bind,Mega Minors,7,4,3,,KRÜ Esports,13,5,8,,46:50
VCT 2025: Americas Kickoff,Main Event,Lower Round 3,LEVIATÁN vs MIBR,Lotus,LEVIATÁN,13,6,7,,MIBR,7,1,6,,1:04:05
VCT 2025: Americas Kickoff,Main Event,Lower Round 3,LEVIATÁN vs MIBR,Pearl,LEVIATÁN,9,6,3,,MIBR,13,7,6,,51:33
VCT 2025: Americas Kickoff,Main Event,Lower Round 3,LEVIATÁN vs MIBR,Split,LEVIATÁN,12,5,7,0,MIBR,14,5,7,2,57:46
VCT 2025: Americas Kickoff,Main Event,Lower Round 3,LOUD vs KRÜ Esports,Bind,LOUD,5,3,2,,KRÜ Esports,13,4,9,,49:17
VCT 2025: Americas Kickoff,Main Event,Lower Round 3,LOUD vs KRÜ Esports,Haven,LOUD,11,3,8,,KRÜ Esports,13,4,9,,55:40
VCT 2025: Americas Kickoff,Main Event,Upper Final,Sentinels vs G2 Esports,Abyss,Sentinels,7,2,5,,G2 Esports,13,3,10,,1:03:27
VCT 2025: Americas Kickoff,Main Event,Upper Final,Sentinels vs G2 Esports,Pearl,Sentinels,7,5,2,,G2 Esports,13,6,7,,45:55
VCT 2025: Americas Kickoff,Main Event,Lower Round 4,MIBR vs KRÜ Esports,Bind,MIBR,8,6,2,,KRÜ Esports,13,7,6,,1:01:39
VCT 2025: Americas Kickoff,Main Event,Lower Round 4,MIBR vs KRÜ Esports,Abyss,MIBR,13,8,5,,KRÜ Esports,8,4,4,,46:51
VCT 2025: Americas Kickoff,Main Event,Lower Round 4,MIBR vs KRÜ Esports,Split,MIBR,13,8,5,,KRÜ Esports,11,7,4,,56:34
VCT 2025: Americas Kickoff,Main Event,Lower Final,Sentinels vs MIBR,Lotus,Sentinels,13,9,4,,MIBR,7,4,3,,54:21
VCT 2025: Americas Kickoff,Main Event,Lower Final,Sentinels vs MIBR,Abyss,Sentinels,13,9,4,,MIBR,5,2,3,,42:35
VCT 2025: Americas Kickoff,Main Event,Lower Final,Sentinels vs MIBR,Pearl,Sentinels,19,9,3,7,MIBR,21,9,3,9,1:38:58
VCT 2025: Americas Kickoff,Main Event,Lower Final,Sentinels vs MIBR,Split,Sentinels,13,9,4,,MIBR,7,4,3,,48:24
VCT 2025: Americas Kickoff,Main Event,Grand Final,G2 Esports vs Sentinels,Split,G2 Esports,4,3,1,,Sentinels,13,4,9,,49:03
VCT 2025: Americas Kickoff,Main Event,Grand Final,G2 Esports vs Sentinels,Pearl,G2 Esports,13,6,7,,Sentinels,8,2,6,,50:39
VCT 2025: Americas Kickoff,Main Event,Grand Final,G2 Esports vs Sentinels,Abyss,G2 Esports,9,5,4,,Sentinels,13,6,7,,47:58
VCT 2025: Americas Kickoff,Main Event,Grand Final,G2 Esports vs Sentinels,Fracture,G2 Esports,13,8,5,,Sentinels,5,1,4,,34:08
VCT 2025: Americas Kickoff,Main Event,Grand Final,G2 Esports vs Sentinels,Haven,G2 Esports,13,9,4,,Sentinels,10,7,3,,52:56
VCT 2025: China Kickoff,Main Event,Upper Round 1,TYLOO vs Titan Esports Club,Fracture,TYLOO,11,4,7,,Titan Esports Club,13,5,8,,
VCT 2025: China Kickoff,Main Event,Upper Round 1,TYLOO vs Titan Esports Club,Abyss,TYLOO,10,6,4,,Titan Esports Club,13,7,6,,
VCT 2025: China Kickoff,Main Event,Upper Round 1,Xi Lai Gaming vs Wolves Esports,Lotus,Xi Lai Gaming,13,7,6,,Wolves Esports,11,6,5,,
VCT 2025: China Kickoff,Main Event,Upper Round 1,Xi Lai Gaming vs Wolves Esports,Split,Xi Lai Gaming,13,8,5,,Wolves Esports,9,5,4,,
VCT 2025: China Kickoff,Main Event,Upper Round 1,JDG Esports vs Dragon Ranger Gaming,Abyss,JDG Esports,5,1,4,,Dragon Ranger Gaming,13,2,11,,
VCT 2025: China Kickoff,Main Event,Upper Round 1,JDG Esports vs Dragon Ranger Gaming,Haven,JDG Esports,15,7,5,3,Dragon Ranger Gaming,13,7,5,1,
VCT 2025: China Kickoff,Main Event,Upper Round 1,JDG Esports vs Dragon Ranger Gaming,Bind,JDG Esports,7,4,3,,Dragon Ranger Gaming,13,5,8,,
VCT 2025: China Kickoff,Main Event,Upper Round 1,All Gamers vs Nova Esports,Abyss,All Gamers,8,5,3,,Nova Esports,13,6,7,,
VCT 2025: China Kickoff,Main Event,Upper Round 1,All Gamers vs Nova Esports,Bind,All Gamers,3,2,1,,Nova Esports,13,3,10,,
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,FunPlus Phoenix vs Titan Esports Club,Abyss,FunPlus Phoenix,11,6,5,,Titan Esports Club,13,7,6,,
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,FunPlus Phoenix vs Titan Esports Club,Fracture,FunPlus Phoenix,13,7,6,,Titan Esports Club,7,2,5,,
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,FunPlus Phoenix vs Titan Esports Club,Pearl,FunPlus Phoenix,13,9,4,,Titan Esports Club,6,3,3,,
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,Bilibili Gaming vs Xi Lai Gaming,Haven,Bilibili Gaming,11,5,6,,Xi Lai Gaming,13,6,7,,
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,Bilibili Gaming vs Xi Lai Gaming,Lotus,Bilibili Gaming,13,6,7,,Xi Lai Gaming,11,5,6,,
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,Bilibili Gaming vs Xi Lai Gaming,Abyss,Bilibili Gaming,13,4,9,,Xi Lai Gaming,11,3,8,,
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,Trace Esports vs Dragon Ranger Gaming,Pearl,Trace Esports,13,8,5,,Dragon Ranger Gaming,8,4,4,,
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,Trace Esports vs Dragon Ranger Gaming,Abyss,Trace Esports,13,9,4,,Dragon Ranger Gaming,7,4,3,,
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,EDward Gaming vs Nova Esports,Split,EDward Gaming,13,7,6,,Nova Esports,8,3,5,,
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,EDward Gaming vs Nova Esports,Fracture,EDward Gaming,13,9,4,,Nova Esports,10,7,3,,
VCT 2025: China Kickoff,Main Event,Lower Round 1,Titan Esports Club vs JDG Esports,Fracture,Titan Esports Club,9,7,2,,JDG Esports,13,8,5,,
VCT 2025: China Kickoff,Main Event,Lower Round 1,Titan Esports Club vs JDG Esports,Abyss,Titan Esports Club,3,2,1,,JDG Esports,13,3,10,,
VCT 2025: China Kickoff,Main Event,Lower Round 1,Xi Lai Gaming vs All Gamers,Abyss,Xi Lai Gaming,8,3,5,,All Gamers,13,4,9,,
VCT 2025: China Kickoff,Main Event,Lower Round 1,Xi Lai Gaming vs All Gamers,Bind,Xi Lai Gaming,13,11,2,,All Gamers,1,0,1,,
VCT 2025: China Kickoff,Main Event,Lower Round 1,Xi Lai Gaming vs All Gamers,Lotus,Xi Lai Gaming,13,9,4,,All Gamers,4,1,3,,
VCT 2025: China Kickoff,Main Event,Lower Round 1,Dragon Ranger Gaming vs TYLOO,Pearl,Dragon Ranger Gaming,13,8,5,,TYLOO,6,2,4,,
VCT 2025: China Kickoff,Main Event,Lower Round 1,Dragon Ranger Gaming vs TYLOO,Haven,Dragon Ranger Gaming,13,6,7,,TYLOO,10,4,6,,
VCT 2025: China Kickoff,Main Event,Lower Round 1,Nova Esports vs Wolves Esports,Fracture,Nova Esports,13,9,4,,Wolves Esports,11,8,3,,
VCT 2025: China Kickoff,Main Event,Lower Round 1,Nova Esports vs Wolves Esports,Abyss,Nova Esports,8,5,3,,Wolves Esports,13,6,7,,
VCT 2025: China Kickoff,Main Event,Lower Round 1,Nova Esports vs Wolves Esports,Split,Nova Esports,13,6,7,,Wolves Esports,6,0,6,,
VCT 2025: China Kickoff,Main Event,Upper Semifinals,Bilibili Gaming vs FunPlus Phoenix,Bind,Bilibili Gaming,13,4,9,,FunPlus Phoenix,11,3,8,,
VCT 2025: China Kickoff,Main Event,Upper Semifinals,Bilibili Gaming vs FunPlus Phoenix,Lotus,Bilibili Gaming,13,8,5,,FunPlus Phoenix,9,5,4,,
VCT 2025: China Kickoff,Main Event,Upper Semifinals,Trace Esports vs EDward Gaming,Lotus,Trace Esports,13,8,5,,EDward Gaming,4,0,4,,
VCT 2025: China Kickoff,Main Event,Upper Semifinals,Trace Esports vs EDward Gaming,Bind,Trace Esports,13,8,5,,EDward Gaming,4,0,4,,
VCT 2025: China Kickoff,Main Event,Lower Round 2,Nova Esports vs Dragon Ranger Gaming,Pearl,Nova Esports,8,4,4,,Dragon Ranger Gaming,13,5,8,,
VCT 2025: China Kickoff,Main Event,Lower Round 2,Nova Esports vs Dragon Ranger Gaming,Bind,Nova Esports,7,5,2,,Dragon Ranger Gaming,13,6,7,,
VCT 2025: China Kickoff,Main Event,Lower Round 2,JDG Esports vs Xi Lai Gaming,Pearl,JDG Esports,13,7,6,,Xi Lai Gaming,9,4,5,,
VCT 2025: China Kickoff,Main Event,Lower Round 2,JDG Esports vs Xi Lai Gaming,Bind,JDG Esports,4,4,0,,Xi Lai Gaming,13,5,8,,
VCT 2025: China Kickoff,Main Event,Lower Round 2,JDG Esports vs Xi Lai Gaming,Haven,JDG Esports,6,3,3,,Xi Lai Gaming,13,4,9,,
VCT 2025: China Kickoff,Main Event,Lower Round 3,FunPlus Phoenix vs Dragon Ranger Gaming,Abyss,FunPlus Phoenix,11,6,5,,Dragon Ranger Gaming,13,7,6,,
VCT 2025: China Kickoff,Main Event,Lower Round 3,FunPlus Phoenix vs Dragon Ranger Gaming,Pearl,FunPlus Phoenix,13,11,2,,Dragon Ranger Gaming,1,0,1,,
VCT 2025: China Kickoff,Main Event,Lower Round 3,FunPlus Phoenix vs Dragon Ranger Gaming,Haven,FunPlus Phoenix,7,3,4,,Dragon Ranger Gaming,13,4,9,,
VCT 2025: China Kickoff,Main Event,Lower Round 3,EDward Gaming vs Xi Lai Gaming,Lotus,EDward Gaming,12,6,6,0,Xi Lai Gaming,14,6,6,2,
VCT 2025: China Kickoff,Main Event,Lower Round 3,EDward Gaming vs Xi Lai Gaming,Bind,EDward Gaming,13,7,6,,Xi Lai Gaming,10,5,5,,
VCT 2025: China Kickoff,Main Event,Lower Round 3,EDward Gaming vs Xi Lai Gaming,Haven,EDward Gaming,13,12,1,,Xi Lai Gaming,0,0,0,,
VCT 2025: China Kickoff,Main Event,Upper Final,Bilibili Gaming vs Trace Esports,Bind,Bilibili Gaming,8,6,2,,Trace Esports,13,7,6,,
VCT 2025: China Kickoff,Main Event,Upper Final,Bilibili Gaming vs Trace Esports,Haven,Bilibili Gaming,13,6,7,,Trace Esports,10,4,6,,
VCT 2025: China Kickoff,Main Event,Upper Final,Bilibili Gaming vs Trace Esports,Lotus,Bilibili Gaming,6,4,2,,Trace Esports,13,5,8,,
VCT 2025: China Kickoff,Main Event,Lower Round 4,Dragon Ranger Gaming vs EDward Gaming,Haven,Dragon Ranger Gaming,0,0,0,,EDward Gaming,13,1,12,,
VCT 2025: China Kickoff,Main Event,Lower Round 4,Dragon Ranger Gaming vs EDward Gaming,Pearl,Dragon Ranger Gaming,9,5,4,,EDward Gaming,13,6,7,,
VCT 2025: China Kickoff,Main Event,Lower Final,Bilibili Gaming vs EDward Gaming,Pearl,Bilibili Gaming,12,5,7,0,EDward Gaming,14,5,7,2,
VCT 2025: China Kickoff,Main Event,Lower Final,Bilibili Gaming vs EDward Gaming,Haven,Bilibili Gaming,6,5,1,,EDward Gaming,13,6,7,,
VCT 2025: China Kickoff,Main Event,Lower Final,Bilibili Gaming vs EDward Gaming,Lotus,Bilibili Gaming,5,3,2,,EDward Gaming,13,4,9,,
VCT 2025: China Kickoff,Main Event,Grand Final,Trace Esports vs EDward Gaming,Lotus,Trace Esports,14,5,7,2,EDward Gaming,12,5,7,0,
VCT 2025: China Kickoff,Main Event,Grand Final,Trace Esports vs EDward Gaming,Bind,Trace Esports,11,7,4,,EDward Gaming,13,8,5,,
VCT 2025: China Kickoff,Main Event,Grand Final,Trace Esports vs EDward Gaming,Abyss,Trace Esports,14,4,8,2,EDward Gaming,16,4,8,4,
VCT 2025: China Kickoff,Main Event,Grand Final,Trace Esports vs EDward Gaming,Fracture,Trace Esports,2,2,0,,EDward Gaming,13,3,10,,
